name;openinggross;theathers;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;genres;director_identifier;primaryName;primaryProfession;knownForTitles
Spider-Man: Across the Spider-Verse;$120,663,589;4,313;tt9362722;movie;Spider-Man: Across the Spider-Verse;FALSE;2023;140;Action,Adventure,Animation;nm5358492,nm1042511,nm1690966;NA;NA;NA
Guardians of the Galaxy Vol. 3;$118,414,021;4,450;tt6791350;movie;Guardians of the Galaxy Vol. 3;FALSE;2023;150;Action,Adventure,Comedy;nm0348181;James Gunn;writer,producer,director;tt1333125,tt2015381,tt0439815,tt3896198
Spider-Man: Homecoming;$117,027,503;4,348;tt2250912;movie;Spider-Man: Homecoming;FALSE;2017;133;Action,Adventure,Sci-Fi;nm1218281;Jon Watts;director,producer,writer;tt10872600,tt1717499,tt5645432,tt3813310
Man of Steel;$116,619,362;4,207;tt0180817;movie;Man van staal;FALSE;1999;85;Drama,Family,Fantasy;nm0049294;Vincent Bal;writer,director,actor;tt1441083,tt0272326,tt0180817,tt0130514
Alice in Wonderland;$116,101,023;3,728;tt0004873;movie;Alice in Wonderland;FALSE;1915;52;Adventure,Family,Fantasy;nm0950148;W.W. Young;director,writer,editor;tt0004873,tt0151699
Minions;$115,718,405;4,301;tt2293640;movie;Minions;FALSE;2015;91;Adventure,Animation,Comedy;nm0049633,nm1853544;NA;NA;NA
Spider-Man;$114,844,116;3,615;tt0145487;movie;Spider-Man;FALSE;2002;121;Action,Adventure,Sci-Fi;nm0000600;Sam Raimi;producer,writer,actor;tt0145487,tt0083907,tt0106308,tt0099365
Pirates of the Caribbean: At World's End;$114,732,820;4,362;tt0449088;movie;Pirates of the Caribbean: At World's End;FALSE;2007;169;Action,Adventure,Fantasy;nm0893659;Gore Verbinski;director,producer,writer;tt0449088,tt4731136,tt0325980,tt1192628
Toy Story 3;$110,307,189;4,028;tt0435761;movie;Toy Story 3;FALSE;2010;103;Adventure,Animation,Comedy;nm0881279;Lee Unkrich;editorial_department,editor,miscellaneous;tt0120363,tt0435761,tt0198781,tt2380307
Transformers: Revenge of the Fallen;$108,966,307;4,234;tt1055369;movie;Transformers: Revenge of the Fallen;FALSE;2009;149;Action,Adventure,Sci-Fi;nm0000881;Michael Bay;producer,director,actor;tt2109248,tt1055369,tt0120591,tt0117500
Star Wars: Episode III - Revenge of the Sith;$108,435,841;3,661;tt0121766;movie;Star Wars: Episode III - Revenge of the Sith;FALSE;2005;140;Action,Adventure,Fantasy;nm0000184;George Lucas;writer,producer,director;tt0066434,tt0069704,tt0082971,tt0076759
Shrek 2;$108,037,878;4,163;tt0298148;movie;Shrek 2;FALSE;2004;93;Adventure,Animation,Comedy;nm0011470,nm0038432,nm0970447;NA;NA;NA
Minions: The Rise of Gru;$107,010,140;4,391;tt5113044;movie;Minions: The Rise of Gru;FALSE;2022;87;Adventure,Animation,Comedy;nm0049633,nm1556070,nm3646390;NA;NA;NA
Ant-Man and the Wasp: Quantumania;$106,109,650;4,345;tt10954600;movie;Ant-Man and the Wasp: Quantumania;FALSE;2023;124;Action,Adventure,Comedy;nm0715636;Peyton Reed;director,producer,actor;tt0478970,tt5095030,tt0204946,tt10954600
The Secret Life of Pets;$104,352,905;4,370;tt2709768;movie;The Secret Life of Pets;FALSE;2016;87;Adventure,Animation,Comedy;nm0719208;Chris Renaud;producer,actor,director;tt1482459,tt1690953,tt1323594,tt2293640
The Jungle Book;$103,261,464;4,028;tt0034928;movie;Jungle Book;FALSE;1942;108;Action,Adventure,Family;nm0466113;Zoltan Korda;director,producer,writer;tt0028827,tt0031334,tt0043436,tt0033152
Wonder Woman;$103,251,471;4,165;tt0451279;movie;Wonder Woman;FALSE;2017;141;Action,Adventure,Fantasy;nm0420941;Patty Jenkins;director,producer,writer;tt0367279,tt0340855,tt1637727,tt0451279
X-Men: The Last Stand;$102,750,665;3,690;tt0376994;movie;X-Men: The Last Stand;FALSE;2006;104;Action,Adventure,Sci-Fi;nm0711840;Brett Ratner;producer,director,music_department;tt0120812,tt0289765,tt0376994,tt1267297
Harry Potter and the Goblet of Fire;$102,685,961;3,858;tt0330373;movie;Harry Potter and the Goblet of Fire;FALSE;2005;157;Adventure,Family,Fantasy;nm0001565;Mike Newell;director,producer,executive;tt0119008,tt0330373,tt0104522,tt0109831
The Hunger Games: Mockingjay - Part 2;$102,665,981;4,175;tt1951266;movie;The Hunger Games: Mockingjay - Part 2;FALSE;2015;137;Action,Adventure,Sci-Fi;nm1349376;Francis Lawrence;director,producer,camera_department;tt0360486,tt1951265,tt0480249,tt1951264
Indiana Jones and the Kingdom of the Crystal Skull;$100,137,835;4,260;tt0367882;movie;Indiana Jones and the Kingdom of the Crystal Skull;FALSE;2008;122;Action,Adventure;nm0000229;Steven Spielberg;producer,writer,director;tt0082971,tt0120815,tt0108052,tt0083866
Transformers: Age of Extinction;$100,038,390;4,233;tt2109248;movie;Transformers: Age of Extinction;FALSE;2014;165;Action,Adventure,Sci-Fi;nm0000881;Michael Bay;producer,director,actor;tt2109248,tt1055369,tt0120591,tt0117500
The Fate of the Furious;$98,786,705;4,310;tt4630562;movie;The Fate of the Furious;FALSE;2017;136;Action,Crime,Thriller;nm0336620;F. Gary Gray;director,producer,actor;tt0113118,tt0120768,tt0117603,tt0317740
Iron Man;$98,618,668;4,105;tt0043678;movie;Iron Man;FALSE;1951;82;Drama,Film-Noir,Sport;nm0678928;Joseph Pevney;director,actor,producer;tt0042953,tt0050681,tt0060028,tt0051051
Transformers: Dark of the Moon;$97,852,865;4,088;tt1399103;movie;Transformers: Dark of the Moon;FALSE;2011;154;Action,Adventure,Sci-Fi;nm0000881;Michael Bay;producer,director,actor;tt2109248,tt1055369,tt0120591,tt0117500
Fast & Furious 6;$97,375,245;3,658;tt1905041;movie;Furious 6;FALSE;2013;130;Action,Adventure,Crime;nm0510912;Justin Lin;producer,director,writer;tt1905041,tt5433138,tt5433140,tt0280477
Joker;$96,202,337;4,374;tt0102166;movie;Joker;FALSE;1991;108;Comedy,Crime;nm0526265;Sune Lund-Sørensen;director,editor,writer;tt0090038,tt0293232,tt0091550,tt0122618
The Little Mermaid;$95,578,040;4,320;tt0070326;movie;Anderusen dôwa ningyo-hime;FALSE;1975;68;Adventure,Animation,Drama;nm0441540,nm0717452;NA;NA;NA
Captain America: The Winter Soldier;$95,023,721;3,938;tt1843866;movie;Captain America: The Winter Soldier;FALSE;2014;136;Action,Adventure,Sci-Fi;nm0751577,nm0751648;NA;NA;NA
Guardians of the Galaxy;$94,320,883;4,080;tt2015381;movie;Guardians of the Galaxy;FALSE;2014;121;Action,Adventure,Comedy;nm0348181;James Gunn;writer,producer,director;tt1333125,tt2015381,tt0439815,tt3896198
Justice League;$93,842,239;4,051;tt0974015;movie;Justice League;FALSE;2017;120;Action,Adventure,Fantasy;nm0811583;Zack Snyder;director,producer,writer;tt0451279,tt12361974,tt0409459,tt0416449
Harry Potter and the Prisoner of Azkaban;$93,687,367;3,855;tt0304141;movie;Harry Potter and the Prisoner of Azkaban;FALSE;2004;142;Adventure,Family,Fantasy;nm0190859;Alfonso Cuarón;producer,writer,director;tt6155172,tt1454468,tt0245574,tt0206634
Godzilla;$93,188,384;3,952;tt0047034;movie;Gojira;FALSE;1954;96;Horror,Sci-Fi;nm0393094;Ishirô Honda;director,writer,assistant_director;tt0047034,tt0831387,tt0089881,tt0120685
Spider-Man: Far from Home;$92,579,212;4,634;tt6320628;movie;Spider-Man: Far from Home;FALSE;2019;129;Action,Adventure,Comedy;nm1218281;Jon Watts;director,producer,writer;tt10872600,tt1717499,tt5645432,tt3813310
The Matrix Reloaded;$91,774,413;3,603;tt0234215;movie;The Matrix Reloaded;FALSE;2003;138;Action,Sci-Fi;nm0905154,nm0905152;NA;NA;NA
The Amazing Spider-Man 2;$91,608,337;4,324;tt1872181;movie;The Amazing Spider-Man 2;FALSE;2014;142;Action,Adventure,Sci-Fi;nm1989536;Marc Webb;producer,director,writer;tt4481414,tt4094300,tt1022603,tt0948470
Aladdin;$91,500,929;4,476;tt0090601;movie;Superfantagenio;FALSE;1986;96;Adventure,Comedy,Fantasy;nm0179278;Bruno Corbucci;writer,director,soundtrack;tt0075260,tt0060315,tt0164132,tt0078312
It Chapter Two;$91,062,152;4,570;tt7349950;movie;It Chapter Two;FALSE;2019;169;Drama,Fantasy,Horror;nm0615592;Andy Muschietti;producer,director,writer;tt1396484,tt1315885,tt2023587,tt7349950
X-Men: Days of Future Past;$90,823,660;3,996;tt1877832;movie;X-Men: Days of Future Past;FALSE;2014;132;Action,Adventure,Sci-Fi;nm0001741;Bryan Singer;producer,director,actor;tt1877832,tt0348150,tt0120903,tt0114814
Inside Out;$90,440,272;3,946;tt0073174;movie;Inside Out;FALSE;1975;97;Comedy,Crime,Thriller;nm0240439;Peter Duffell;director,writer,assistant_director;tt0762803,tt0054518,tt0062583,tt0089479
Harry Potter and the Sorcerer's Stone;$90,294,621;3,672;tt0241527;movie;Harry Potter and the Sorcerer's Stone;FALSE;2001;152;Adventure,Family,Fantasy;nm0001060;Chris Columbus;producer,writer,director;tt1454029,tt0294870,tt0241527,tt0295297
Pirates of the Caribbean: On Stranger Tides;$90,151,958;4,155;tt1298650;movie;Pirates of the Caribbean: On Stranger Tides;FALSE;2011;137;Action,Adventure,Fantasy;nm0551128;Rob Marshall;director,miscellaneous,producer;tt5028340,tt0299658,tt0875034,tt2180411
Venom: Let There Be Carnage;$90,033,210;4,225;tt7097896;movie;Venom: Let There Be Carnage;FALSE;2021;97;Action,Sci-Fi,Thriller;nm0785227;Andy Serkis;actor,producer,director;tt1318514,tt3450958,tt0167261,tt2103281
Logan;$88,411,916;4,071;tt1483010;movie;Logan;FALSE;2010;94;Comedy,Drama,Family;nm2433914,nm2490907;NA;NA;NA
Skyfall;$88,364,714;3,505;tt1074638;movie;Skyfall;FALSE;2012;143;Action,Adventure,Thriller;nm0005222;Sam Mendes;producer,director,miscellaneous;tt0257044,tt0959337,tt1074638,tt8579674
Harry Potter and the Chamber of Secrets;$88,357,488;3,682;tt0295297;movie;Harry Potter and the Chamber of Secrets;FALSE;2002;161;Adventure,Family,Fantasy;nm0001060;Chris Columbus;producer,writer,director;tt1454029,tt0294870,tt0241527,tt0295297
Spider-Man 2;$88,156,227;4,152;tt0316654;movie;Spider-Man 2;FALSE;2004;127;Action,Adventure,Sci-Fi;nm0000600;Sam Raimi;producer,writer,actor;tt0145487,tt0083907,tt0106308,tt0099365
Fast Five;$86,198,765;3,644;tt1596343;movie;Fast Five;FALSE;2011;130;Action,Crime,Thriller;nm0510912;Justin Lin;producer,director,writer;tt1905041,tt5433138,tt5433140,tt0280477
The Hangover Part II;$85,946,294;3,615;tt1411697;movie;The Hangover Part II;FALSE;2011;102;Comedy;nm0680846;Todd Phillips;producer,director,writer;tt0302886,tt0215129,tt7286456,tt1231583
Thor: The Dark World;$85,737,841;3,841;tt1981115;movie;Thor: The Dark World;FALSE;2013;112;Action,Adventure,Fantasy;nm0851930;Alan Taylor;director,producer,writer;tt1340138,tt1981115,tt0944947,tt0282768
X2;$85,558,731;3,741;tt0290334;movie;X2;FALSE;2003;134;Action,Sci-Fi,Thriller;nm0001741;Bryan Singer;producer,director,actor;tt1877832,tt0348150,tt0120903,tt0114814
Fifty Shades of Grey;$85,171,450;3,646;tt2322441;movie;Fifty Shades of Grey;FALSE;2015;125;Drama,Romance,Thriller;nm0853374;Sam Taylor-Johnson;director,producer,writer;tt0427543,tt1155591,tt2322441,tt1266029
Doctor Strange;$85,058,311;3,882;tt1211837;movie;Doctor Strange;FALSE;2016;115;Action,Adventure,Fantasy;nm0220600;Scott Derrickson;producer,director,writer;tt7144666,tt2377322,tt1922777,tt1211837
X-Men Origins: Wolverine;$85,058,003;4,099;tt0458525;movie;X-Men Origins: Wolverine;FALSE;2009;107;Action,Sci-Fi;nm0004303;Gavin Hood;actor,director,producer;tt5431890,tt2057392,tt0178860,tt0468565
The Hobbit: An Unexpected Journey;$84,617,303;4,045;tt0903624;movie;The Hobbit: An Unexpected Journey;FALSE;2012;169;Adventure,Fantasy;nm0001392;Peter Jackson;producer,director,writer;tt0092610,tt0360717,tt0167260,tt0120737
Solo: A Star Wars Story;$84,420,489;4,381;tt3778644;movie;Solo: A Star Wars Story;FALSE;2018;135;Action,Adventure,Sci-Fi;nm0000165;Ron Howard;producer,actor,writer;tt0367279,tt0112384,tt0268978,tt0075213
The Passion of the Christ;$83,848,082;3,043;tt0335345;movie;The Passion of the Christ;FALSE;2004;127;Drama;nm0000154;Mel Gibson;actor,producer,director;tt0118883,tt0117438,tt0104714,tt0112573
Despicable Me 2;$83,517,315;3,997;tt1690953;movie;Despicable Me 2;FALSE;2013;98;Adventure,Animation,Comedy;nm1853544,nm0719208;NA;NA;NA
Oppenheimer;$82,455,420;3,610;tt15398776;movie;Oppenheimer;FALSE;2023;180;Biography,Drama,History;nm0634240;Christopher Nolan;writer,producer,director;tt6723592,tt0816692,tt0482571,tt1375666
Monsters University;$82,429,469;4,004;tt1453405;movie;Monsters University;FALSE;2013;104;Adventure,Animation,Comedy;nm0768959;Dan Scanlon;miscellaneous,producer,art_department;tt1437330,tt7146812,tt1453405,tt1217209
Black Widow;$80,366,312;4,160;tt0046791;movie;Black Widow;FALSE;1954;95;Drama,Film-Noir,Mystery;nm0425913;Nunnally Johnson;writer,producer,director;tt0032551,tt0049474,tt0045029,tt0061578
Venom;$80,255,756;4,250;tt0084854;movie;Venom;FALSE;1981;93;Horror,Thriller;nm0001361,nm0353592;NA;NA;NA
Star Wars: Episode II - Attack of the Clones;$80,027,814;3,161;tt0121765;movie;Star Wars: Episode II - Attack of the Clones;FALSE;2002;142;Action,Adventure,Fantasy;nm0000184;George Lucas;writer,producer,director;tt0066434,tt0069704,tt0082971,tt0076759
Oz the Great and Powerful;$79,110,453;3,912;tt1623205;movie;Oz the Great and Powerful;FALSE;2013;130;Adventure,Family,Fantasy;nm0000600;Sam Raimi;producer,writer,actor;tt0145487,tt0083907,tt0106308,tt0099365
Harry Potter and the Half-Blood Prince;$77,835,727;4,325;tt0417741;movie;Harry Potter and the Half-Blood Prince;FALSE;2009;153;Action,Adventure,Family;nm0946734;David Yates;director,producer,writer;tt0373889,tt0918940,tt0926084,tt1201607
I Am Legend;$77,211,321;3,606;tt0480249;movie;I Am Legend;FALSE;2007;101;Action,Drama,Horror;nm1349376;Francis Lawrence;director,producer,camera_department;tt0360486,tt1951265,tt0480249,tt1951264
Harry Potter and the Order of the Phoenix;$77,108,414;4,285;tt0373889;movie;Harry Potter and the Order of the Phoenix;FALSE;2007;138;Action,Adventure,Family;nm0946734;David Yates;director,producer,writer;tt0373889,tt0918940,tt0926084,tt1201607
The Da Vinci Code;$77,073,388;3,735;tt0382625;movie;The Da Vinci Code;FALSE;2006;149;Mystery,Thriller;nm0000165;Ron Howard;producer,actor,writer;tt0367279,tt0112384,tt0268978,tt0075213
Avatar;$77,025,481;3,452;tt0154182;movie;Avatar;FALSE;1941;NA;Drama;nm0040892;Premankur Attorthy;director,writer,actor;tt0154715,tt0155217,tt0154224,tt0155143
Halloween;$76,221,545;3,928;tt0077651;movie;Halloween;FALSE;1978;91;Horror,Thriller;nm0000118;John Carpenter;soundtrack,writer,music_department;tt0080749,tt0082340,tt0069945,tt0077651
Ant-Man and the Wasp;$75,812,205;4,206;tt5095030;movie;Ant-Man and the Wasp;FALSE;2018;118;Action,Adventure,Comedy;nm0715636;Peyton Reed;director,producer,actor;tt0478970,tt5095030,tt0204946,tt10954600
Shang-Chi and the Legend of the Ten Rings;$75,388,688;4,300;tt9376612;movie;Shang-Chi and the Legend of the Ten Rings;FALSE;2021;132;Action,Adventure,Fantasy;nm2308774;Destin Daniel Cretton;producer,director,writer;tt2378507,tt9376612,tt4916630,tt2370248
Star Trek;$75,204,289;3,849;tt0796366;movie;Star Trek;FALSE;2009;127;Action,Adventure,Sci-Fi;nm0009190;J.J. Abrams;producer,writer,music_department;tt0796366,tt0411008,tt2488496,tt2527338
Zootopia;$75,063,401;3,827;tt2948356;movie;Zootopia;FALSE;2016;108;Adventure,Animation,Comedy;nm0397174,nm1158544,nm0601781;NA;NA;NA
Fantastic Beasts and Where to Find Them;$74,403,387;4,144;tt3183660;movie;Fantastic Beasts and Where to Find Them;FALSE;2016;132;Adventure,Family,Fantasy;nm0946734;David Yates;director,producer,writer;tt0373889,tt0918940,tt0926084,tt1201607
The Simpsons Movie;$74,036,787;3,922;tt0462538;movie;The Simpsons Movie;FALSE;2007;87;Adventure,Animation,Comedy;nm0798899;David Silverman;producer,animation_department,director;tt0096697,tt0107978,tt0198781,tt0462538
John Wick: Chapter 4;$73,817,950;3,855;tt10366206;movie;John Wick: Chapter 4;FALSE;2023;169;Action,Crime,Thriller;nm0821432;Chad Stahelski;stunts,producer,actor;tt2911666,tt0234215,tt10838180,tt10366206
The Hobbit: The Desolation of Smaug;$73,645,197;3,903;tt1170358;movie;The Hobbit: The Desolation of Smaug;FALSE;2013;161;Adventure,Drama,Fantasy;nm0001392;Peter Jackson;producer,director,writer;tt0092610,tt0360717,tt0167260,tt0120737
Austin Powers in Goldmember;$73,071,188;3,613;tt0295178;movie;Austin Powers in Goldmember;FALSE;2002;94;Action,Adventure,Comedy;nm0005366;Jay Roach;producer,director,writer;tt6394270,tt3203606,tt0109303,tt0118655
The Lord of the Rings: The Return of the King;$72,629,713;3,703;tt0167260;movie;The Lord of the Rings: The Return of the King;FALSE;2003;201;Action,Adventure,Drama;nm0001392;Peter Jackson;producer,director,writer;tt0092610,tt0360717,tt0167260,tt0120737
Dawn of the Planet of the Apes;$72,611,427;3,967;tt2103281;movie;Dawn of the Planet of the Apes;FALSE;2014;130;Action,Adventure,Drama;nm0716257;Matt Reeves;producer,writer,director;tt1228987,tt3450958,tt1877830,tt2103281
Despicable Me 3;$72,434,025;4,529;tt3469046;movie;Despicable Me 3;FALSE;2017;89;Adventure,Animation,Comedy;nm3210494,nm1853544,nm0049633;NA;NA;NA
The Lost World: Jurassic Park;$72,132,785;3,281;tt0119567;movie;The Lost World: Jurassic Park;FALSE;1997;129;Action,Adventure,Sci-Fi;nm0000229;Steven Spielberg;producer,writer,director;tt0082971,tt0120815,tt0108052,tt0083866
Sonic the Hedgehog 2;$72,105,176;4,234;tt12412888;movie;Sonic the Hedgehog 2;FALSE;2022;122;Action,Adventure,Comedy;nm1733778;Jeff Fowler;animation_department,director,writer;tt3794354,tt9561862,tt0438064,tt12412888
Eternals;$71,297,219;4,090;tt9032400;movie;Eternals;FALSE;2021;156;Action,Adventure,Fantasy;nm2125482;Chloé Zhao;director,writer,producer;tt3566788,tt9032400,tt6217608,tt9770150
Us;$71,117,625;3,741;tt0234956;movie;Us;FALSE;1970;NA;Documentary;nm0666301;Kris Patterson;director,producer,assistant_director;tt0234956,tt0227280,tt0064151,tt2226603
Fast & Furious;$70,950,500;3,461;tt1013752;movie;Fast & Furious;FALSE;2009;107;Action,Crime,Thriller;nm0510912;Justin Lin;producer,director,writer;tt1905041,tt5433138,tt5433140,tt0280477
300;$70,885,301;3,103;tt0416449;movie;300;FALSE;2006;117;Action,Drama;nm0811583;Zack Snyder;director,producer,writer;tt0451279,tt12361974,tt0409459,tt0416449
Shrek Forever After;$70,838,207;4,359;tt0892791;movie;Shrek Forever After;FALSE;2010;95;Adventure,Animation,Comedy;nm0593610;Mike Mitchell;director,writer,actor;tt0892782,tt0194006,tt0892791,tt3513498
Transformers;$70,502,384;4,011;tt0418279;movie;Transformers;FALSE;2007;144;Action,Adventure,Sci-Fi;nm0000881;Michael Bay;producer,director,actor;tt2109248,tt1055369,tt0120591,tt0117500
The Incredibles;$70,467,623;3,933;tt0317705;movie;The Incredibles;FALSE;2004;115;Action,Adventure,Animation;nm0083348;Brad Bird;miscellaneous,writer,director;tt0317705,tt0129167,tt3606756,tt0382932
Spectre;$70,403,148;3,929;tt1928272;movie;Spectre;FALSE;NA;NA;Horror;nm2201223;Juan Felipe Orozco;director,writer,visual_effects;tt4687328,tt0782839,tt1262415,tt15765090
Finding Nemo;$70,251,710;3,374;tt0266543;movie;Finding Nemo;FALSE;2003;100;Adventure,Animation,Comedy;nm0004056,nm0881279;NA;NA;NA
The Lorax;$70,217,070;3,729;tt1482459;movie;The Lorax;FALSE;2012;86;Adventure,Animation,Comedy;nm0719208,nm0049633;NA;NA;NA
Star Trek Into Darkness;$70,165,559;3,868;tt1408101;movie;Star Trek Into Darkness;FALSE;2013;132;Action,Adventure,Sci-Fi;nm0009190;J.J. Abrams;producer,writer,music_department;tt0796366,tt0411008,tt2488496,tt2527338
F9: The Fast Saga;$70,043,165;4,179;tt5433138;movie;F9;FALSE;2021;143;Action,Crime,Thriller;nm0510912;Justin Lin;producer,director,writer;tt1905041,tt5433138,tt5433140,tt0280477
Twilight;$69,637,740;3,419;tt0035912;movie;Félicie Nanteuil;FALSE;1944;99;Drama,Romance;nm0002165;Marc Allégret;director,writer,art_director;tt0045942,tt0030100,tt0044385,tt0048103
Maleficent;$69,431,298;3,948;tt1587310;movie;Maleficent;FALSE;2014;97;Adventure,Family,Fantasy;nm0834902;Robert Stromberg;visual_effects,director,producer;tt0499549,tt1587310,tt1014759,tt0311113
The Bourne Ultimatum;$69,283,690;3,660;tt0440963;movie;The Bourne Ultimatum;FALSE;2007;115;Action,Mystery,Thriller;nm0339030;Paul Greengrass;director,producer,writer;tt7280898,tt0440963,tt0475276,tt6878306
Pitch Perfect 2;$69,216,890;3,473;tt2848292;movie;Pitch Perfect 2;FALSE;2015;115;Comedy,Music;nm0006969;Elizabeth Banks;actress,producer,director;tt1951265,tt0903657,tt1490017,tt1392170
The Lego Movie;$69,050,279;3,775;tt1490017;movie;The Lego Movie;FALSE;2014;100;Action,Adventure,Animation;nm0520488,nm0588087;NA;NA;NA
The Day After Tomorrow;$68,743,584;3,425;tt0319262;movie;The Day After Tomorrow;FALSE;2004;124;Action,Adventure,Sci-Fi;nm0000386;Roland Emmerich;writer,producer,director;tt0116629,tt1628841,tt0120685,tt0319262
Planet of the Apes;$68,532,960;3,500;tt0063442;movie;Planet of the Apes;FALSE;1968;112;Adventure,Sci-Fi;nm0769874;Franklin J. Schaffner;director,producer,actor;tt0063442,tt0066206,tt0077269,tt0047731
The Mummy Returns;$68,139,035;3,401;tt0209163;movie;The Mummy Returns;FALSE;2001;130;Action,Adventure,Fantasy;nm0814085;Stephen Sommers;producer,writer,director;tt0120616,tt0338526,tt1046173,tt1767354
Up;$68,108,790;3,766;tt1049413;movie;Up;FALSE;2009;96;Adventure,Animation,Comedy;nm0230032,nm0677037;NA;NA;NA
Ice Age: The Meltdown;$68,033,544;3,964;tt0438097;movie;Ice Age: The Meltdown;FALSE;2006;91;Adventure,Animation,Comedy;nm0757858;Carlos Saldanha;director,producer,writer;tt2357291,tt0268380,tt1436562,tt0438097
Bruce Almighty;$67,953,330;3,483;tt0315327;movie;Bruce Almighty;FALSE;2003;101;Comedy,Fantasy;nm0001723;Tom Shadyac;producer,director,actor;tt0109040,tt0259288,tt1741225,tt0117218
Cinderella;$67,877,361;3,845;tt0003772;movie;Cinderella;FALSE;1914;52;Drama,Fantasy;nm0456804;James Kirkwood;actor,director,writer;tt0125075,tt0373192,tt0009218,tt0010292
Aquaman;$67,873,522;4,125;tt1477834;movie;Aquaman;FALSE;2018;143;Action,Adventure,Fantasy;nm1490123;James Wan;producer,writer,director;tt1477834,tt2820852,tt0387564,tt3065204
The Grinch;$67,572,855;4,141;tt2709692;movie;The Grinch;FALSE;2018;85;Animation,Comedy,Family;nm0155528,nm0608714;NA;NA;NA
Quantum of Solace;$67,528,882;3,451;tt0830515;movie;Quantum of Solace;FALSE;2008;106;Action,Adventure,Mystery;nm0286975;Marc Forster;producer,director,writer;tt0285742,tt0308644,tt0419887,tt0816711
Rush Hour 2;$67,408,222;3,118;tt0266915;movie;Rush Hour 2;FALSE;2001;90;Action,Comedy,Crime;nm0711840;Brett Ratner;producer,director,music_department;tt0120812,tt0289765,tt0376994,tt1267297
Fast X;$67,017,410;4,046;tt5433140;movie;Fast X;FALSE;2023;141;Action,Adventure,Crime;nm0504642;Louis Leterrier;director,producer,actor;tt1670345,tt0800080,tt0293662,tt5433140
Black Adam;$67,004,323;4,402;tt6443346;movie;Black Adam;FALSE;2022;125;Action,Adventure,Fantasy;nm1429471;Jaume Collet-Serra;producer,director;tt1148204,tt4052882,tt1401152,tt0397065
World War Z;$66,411,834;3,607;tt0816711;movie;World War Z;FALSE;2013;116;Action,Adventure,Horror;nm0286975;Marc Forster;producer,director,writer;tt0285742,tt0308644,tt0419887,tt0816711
Brave;$66,323,594;4,164;tt0109331;movie;Brave;FALSE;1994;58;Drama,Music;nm0822582;Richard Stanley;writer,director,actor;tt5073642,tt0116654,tt0099740,tt0104155
Cars 2;$66,135,507;4,115;tt1216475;movie;Cars 2;FALSE;2011;106;Adventure,Animation,Comedy;nm0005124,nm0506977;NA;NA;NA
X-Men: Apocalypse;$65,769,562;4,150;tt3385516;movie;X-Men: Apocalypse;FALSE;2016;144;Action,Adventure,Sci-Fi;nm0001741;Bryan Singer;producer,director,actor;tt1877832,tt0348150,tt0120903,tt0114814
Thor;$65,723,338;3,955;tt0800369;movie;Thor;FALSE;2011;115;Action,Fantasy;nm0000110;Kenneth Branagh;actor,producer,director;tt0097499,tt3402236,tt0116477,tt0107616
Teenage Mutant Ninja Turtles;$65,575,105;3,845;tt0100758;movie;Teenage Mutant Ninja Turtles;FALSE;1990;93;Action,Adventure,Comedy;nm0006625;Steve Barron;director,producer,writer;tt5014882,tt0100758,tt0282744,tt21259542
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;$65,556,312;3,616;tt0363771;movie;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;FALSE;2005;143;Adventure,Family,Fantasy;nm0011470;Andrew Adamson;producer,director,writer;tt0298148,tt0499448,tt0126029,tt0363771
2012;$65,237,614;3,404;tt1190080;movie;2012;FALSE;2009;158;Action,Adventure,Sci-Fi;nm0000386;Roland Emmerich;writer,producer,director;tt0116629,tt1628841,tt0120685,tt0319262
Captain America: The First Avenger;$65,058,524;3,715;tt0458339;movie;Captain America: The First Avenger;FALSE;2011;124;Action,Adventure,Sci-Fi;nm0002653;Joe Johnston;director,visual_effects,producer;tt0082971,tt0458339,tt0102803,tt0132477
War of the Worlds;$64,878,725;3,908;tt0407304;movie;War of the Worlds;FALSE;2005;116;Action,Adventure,Sci-Fi;nm0000229;Steven Spielberg;producer,writer,director;tt0082971,tt0120815,tt0108052,tt0083866
The Twilight Saga: Eclipse;$64,832,191;4,468;tt1325004;movie;The Twilight Saga: Eclipse;FALSE;2010;124;Action,Adventure,Drama;nm1720541;David Slade;director,producer,writer;tt0389722,tt0424136,tt9495224,tt1325004
Star Wars: Episode I - The Phantom Menace;$64,820,970;2,970;tt0120915;movie;Star Wars: Episode I - The Phantom Menace;FALSE;1999;136;Action,Adventure,Fantasy;nm0000184;George Lucas;writer,producer,director;tt0066434,tt0069704,tt0082971,tt0076759
Madagascar: Escape 2 Africa;$63,106,589;4,056;tt0479952;movie;Madagascar: Escape 2 Africa;FALSE;2008;89;Adventure,Animation,Comedy;nm0569891,nm0201509;NA;NA;NA
WALL·E;$63,087,526;3,992;tt0910970;movie;WALL·E;FALSE;2008;98;Adventure,Animation,Family;nm0004056;Andrew Stanton;writer,actor,producer;tt0120623,tt2277860,tt0910970,tt0266543
Pirates of the Caribbean: Dead Men Tell No Tales;$62,983,253;4,276;tt1790809;movie;Pirates of the Caribbean: Dead Men Tell No Tales;FALSE;2017;129;Action,Adventure,Fantasy;nm1650283,nm1461392;NA;NA;NA
