movie;openinggross;theathers;runtimeMinutes;genres;director_identifier;primaryProfession;runtime_dummy;director_count;directed_above_median
Candyman;22001750;3,569;99;Horror,Thriller;nm0741262;director,writer,cinematographer;0;1;0
Hide and Seek;21959233;3,005;63;Documentary,Drama;nm0295453;director,editor,cinematographer;0;1;0
Diary of a Mad Black Woman;21905089;1,483;116;Comedy,Drama,Romance;nm0335337;director,producer,miscellaneous;1;1;0
Inspector Gadget;21889138;2,814;78;Action,Adventure,Comedy;nm0446109;director,producer,writer;0;1;0
Unknown;21856389;3,043;85;Crime,Drama,Mystery;nm1868746;director,producer,actor;0;1;0
Dolittle;21844045;4,155;101;Adventure,Comedy,Family;nm0300866;writer,miscellaneous,director;0;1;0
Stomp the Yard;21833312;2,051;115;Drama,Music,Romance;nm1234893;director,writer,producer;1;1;0
Notting Hill;21811180;2,747;124;Comedy,Drama,Romance;nm0585011;director,writer,producer;1;1;0
Lara Croft: Tomb Raider - The Cradle of Life;21783641;3,222;117;Action,Adventure,Fantasy;nm0000957;cinematographer,camera_department,producer;1;1;0
RED;21761408;3,255;111;Action,Comedy,Crime;nm0777881;director,writer,soundtrack;0;4;1
Neighbors 2: Sorority Rising;21760405;3,384;92;Comedy;nm0831557;producer,writer,director;0;1;0
Die Hard 2;21744661;2,507;124;Action,Thriller;nm0001317;producer,director,writer;1;1;0
Texas Chainsaw;21744470;2,654;92;Horror,Thriller;nm0525141;director,writer,producer;0;1;0
Garfield;21727611;3,094;80;Adventure,Animation,Comedy;nm0382072;director,writer,producer;0;1;0
Shaft;21714757;2,337;100;Action,Crime,Thriller;nm0662953;director,soundtrack,writer;0;1;0
Cats & Dogs;21707617;3,040;87;Action,Adventure,Comedy;nm0349183;director,producer,writer;0;1;0
Eyes Wide Shut;21706163;2,411;159;Drama,Mystery,Thriller;nm0000040;director,writer,producer;1;1;0
Spy Game;21689125;2,770;126;Action,Crime,Thriller;nm0001716;producer,director,actor;1;3;1
Lights Out;21688103;2,818;70;Crime,Drama;nm0763453;director,writer,producer;0;1;0
RoboCop;21681430;3,372;102;Action,Crime,Sci-Fi;nm0000682;director,producer,writer;0;4;1
My Best Friend's Wedding;21678377;2,134;105;Comedy,Drama,Romance;nm0389591;writer,director,assistant_director;0;1;0
Bumblebee;21654047;3,550;114;Action,Adventure,Sci-Fi;nm1325899;animation_department,director,producer;1;1;0
Temptation: Confessions of a Marriage Counselor;21641679;2,047;111;Drama;nm1347153;writer,director,producer;0;11;1
London Has Fallen;21635601;3,490;99;Action,Thriller;nm0619836;director,writer,editor;0;1;0
Little Man;21613176;2,533;90;Drama;nm0720745;actor,director,writer;0;1;0
When a Stranger Calls;21607203;2,999;97;Horror,Mystery,Thriller;nm0910510;director,writer,actor;0;1;0
Tammy;21577049;3,465;97;Comedy,Romance;nm1229520;actor,producer,writer;0;1;0
Christmas with the Kranks;21570867;3,393;99;Comedy,Family;nm0005387;producer,director,miscellaneous;0;2;0
American Reunion;21514080;3,192;90;Documentary;nm0569000;actor,director,producer;0;1;0
Cruella;21496997;3,892;134;Adventure,Comedy,Crime;nm0318916;producer,director,writer;1;1;0
The 40-Year-Old Virgin;21422815;2,845;116;Comedy,Romance;nm0031976;producer,writer,director;1;3;1
The Stepford Wives;21406781;3,057;115;Horror,Mystery,Sci-Fi;nm0285302;actor,writer,director;1;1;0
Good Boys;21402605;3,204;75;Crime,Drama,Romance;nm1937252;director,producer,writer;0;1;0
Safe Haven;21401594;3,223;84;Drama,Thriller;nm1173226;producer,director,production_manager;0;1;0
The Forbidden Kingdom;21401121;3,151;104;Action,Adventure,Fantasy;nm0591450;producer,director,animation_department;0;3;1
The Hitman's Bodyguard;21384504;3,377;118;Action,Comedy,Crime;nm0400850;director,writer,producer;1;1;0
Angel Has Fallen;21380987;3,286;121;Action,Thriller;nm0006846;stunts,director,writer;1;1;0
Why Did I Get Married?;21353789;2,011;113;Comedy,Drama,Romance;nm1347153;writer,director,producer;1;11;1
Turbo;21312625;3,806;96;Adventure,Animation,Comedy;nm1659741;writer,miscellaneous,art_department;0;2;0
My Bloody Valentine;21241456;2,534;90;Horror,Mystery,Thriller;nm0586198;director,producer,miscellaneous;0;1;0
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train;21234994;1,614;117;Action,Adventure,Animation;nm1417038;animation_department,director,art_department;1;1;0
Boo 2! A Madea Halloween;21226953;2,388;101;Comedy,Drama,Horror;nm1347153;writer,director,producer;0;11;1
Payback;21221526;2,729;90;Action,Comedy,Crime;nm0709527;actor,writer,assistant_director;0;1;0
Four Brothers;21176925;2,533;109;Action,Crime,Drama;nm0005436;producer,writer,director;0;2;0
Waterworld;21171780;2,268;135;Action,Adventure,Sci-Fi;nm0721817;director,writer,assistant_director;1;2;0
The Adjustment Bureau;21157730;2,840;106;Crime,Mystery,Romance;nm1079776;writer,producer,director;0;1;0
Dragon Ball Super: Super Hero;21126919;3,018;100;Action,Adventure,Animation;nm10429652;director,animation_department;0;1;0
The Hitchhiker's Guide to the Galaxy;21103203;3,133;109;Adventure,Comedy,Sci-Fi;nm1134029;director,actor,writer;0;1;0
Bride Wars;21058173;3,226;89;Comedy,Romance;nm0935095;producer,director,editor;0;2;0
13 Going on 30;21054283;3,438;98;Comedy,Fantasy,Romance;nm0935095;producer,director,editor;0;2;0
Resident Evil: Retribution;21052227;3,012;95;Action,Horror,Sci-Fi;nm0027271;writer,producer,director;0;4;1
Project X;21051363;3,055;60;Action,Adventure,Drama;nm0598723;producer,director,production_manager;0;1;0
Law Abiding Citizen;21039502;2,890;109;Action,Crime,Drama;nm0336620;director,producer,actor;0;5;1
