"name","openinggross","theathers","tconst","titleType","originalTitle","isAdult","startYear","runtimeMinutes","genres","nconst","primaryName","primaryProfession","knownForTitles"
"Public Enemies","$25,271,675",3334,"tt0034073","movie","Public Enemies",FALSE,1941,68,"Comedy,Crime,Drama","nm0736610","Albert S. Rogell","director,producer,writer","tt0024790,tt0034911,tt0026047,tt0019888"
"Patch Adams","$25,262,280",2712,"tt0129290","movie","Patch Adams",FALSE,1998,115,"Biography,Comedy,Drama","nm0001723","Tom Shadyac","producer,director,actor","tt0117218,tt0259288,tt1741225,tt0109040"
"Date Night","$25,207,599",3374,"tt0135350","video","Date Night",TRUE,1992,70,"Adult","nm0127660","Lance Heywood","director,actor","tt4667862,tt0143387,tt0160212,tt0145986"
"Tomorrow Never Dies","$25,143,007",2807,"tt0120347","movie","Tomorrow Never Dies",FALSE,1997,119,"Action,Adventure,Thriller","nm0006854","Roger Spottiswoode","director,producer,editorial_department","tt0083511,tt0096098,tt0216216,tt0472562"
"Meet the Robinsons","$25,123,781",3413,"tt0396555","movie","Meet the Robinsons",FALSE,2007,95,"Adventure,Animation,Comedy","nm0027459","Stephen J. Anderson","animation_department,director,miscellaneous","tt0396555,tt2294629,tt1449283,tt0120917"
"Master and Commander: The Far Side of the World","$25,105,990",3101,"tt0311113","movie","Master and Commander: The Far Side of the World",FALSE,2003,138,"Action,Adventure,Drama","nm0001837","Peter Weir","director,writer,producer","tt0097165,tt1023114,tt0311113,tt0090329"
"The Rock","$25,069,525",2392,"tt0117500","movie","The Rock",FALSE,1996,136,"Action,Adventure,Thriller","nm0000881","Michael Bay","producer,director,actor","tt0117500,tt0120591,tt1055369,tt2109248"
"Madea's Big Happy Family","$25,068,677",2288,"tt1647476","video","Madea's Big Happy Family",FALSE,2010,153,"Comedy","nm1347153","Tyler Perry","writer,director,producer","tt0422093,tt0455612,tt2267998,tt1142800"
"Dr. Dolittle 2","$25,037,039",3049,"tt0240462","movie","Dr. Dolittle 2",FALSE,2001,87,"Comedy,Family,Fantasy","nm0139867","Steve Carr","director,producer","tt1333125,tt0317303,tt0195945,tt1114740"
"Blue Beetle","$25,030,225",3871,"tt9362930","movie","Blue Beetle",FALSE,2023,127,"Action,Adventure,Sci-Fi","nm3924049","Angel Manuel Soto","director,producer,writer","tt1663127,tt1838584,tt2231349,tt9362930"
"Vanilla Sky","$25,015,518",2742,"tt0259711","movie","Vanilla Sky",FALSE,2001,136,"Fantasy,Mystery,Romance","nm0001081","Cameron Crowe","writer,producer,director","tt0181875,tt0105415,tt0116695,tt0259711"
"Peter Rabbit","$25,010,928",3725,"tt1288534","tvEpisode","Peter Rabbit",FALSE,2009,25,"Adventure,Animation,Family","nm0355165","John Halfpenny","director,animation_department,art_director","tt0275153,tt0096543,tt0086203,tt5969266"
"Jack and Jill","$25,003,575",3438,"tt0008143","movie","Jack and Jill",FALSE,1917,50,"Western","nm0853336","William Desmond Taylor","director,actor,producer","tt0011313,tt0011721,tt0008045,tt0006570"
"Skyscraper","$24,905,015",3782,"tt0019398","movie","Skyscraper",FALSE,1928,68,"Drama","nm0383304","Howard Higgin","writer,director,production_manager","tt0129226,tt0017562,tt0022991,tt0022243"
"Flight","$24,900,566",1884,"tt0019884","movie","Flight",FALSE,1929,110,"Action,Adventure,Romance","nm0001008","Frank Capra","director,writer,producer","tt0038650,tt0030993,tt0031679,tt0025316"
"White House Down","$24,852,258",3222,"tt11917308","tvEpisode","White House Down",FALSE,2015,14,"Comedy,Crime","nm4489288","Lewis Brindley","writer,director,actor","tt9257880,tt3684748,tt8526968,tt8526888"
"A Good Day to Die Hard","$24,834,845",3553,"tt1606378","movie","A Good Day to Die Hard",FALSE,2013,98,"Action,Thriller","nm0601382","John Moore","camera_department,director,producer","tt0467197,tt0466909,tt0159273,tt0377062"
"True Grit","$24,830,443",3047,"tt0065126","movie","True Grit",FALSE,1969,128,"Adventure,Drama,Western","nm0368871","Henry Hathaway","director,assistant_director,art_department","tt0028401,tt0065126,tt0059740,tt0056085"
"The Call of the Wild","$24,791,624",3752,"tt0000654","short","The Call of the Wild",FALSE,1908,16,"Action,Short","nm0000428","D.W. Griffith","director,writer,producer","tt0004972,tt0006864,tt0009968,tt0010484"
"The Other Woman","$24,763,752",3205,"tt0003245","short","The Other Woman",FALSE,1913,NA,"Drama,Romance,Short","nm0111753","Van Dyke Brooke","director,actor,writer","tt0005162,tt0222316,tt0007630,tt0000808"
"Predators","$24,760,882",2669,"tt0216111","videoGame","Predators",FALSE,1996,NA,"\N","\N",NA,NA,NA
"Zombieland","$24,733,155",3036,"tt11066700","tvEpisode","Zombieland",FALSE,2019,NA,"Comedy","\N",NA,NA,NA
"10 Cloverfield Lane","$24,727,437",3391,"tt1179933","movie","10 Cloverfield Lane",FALSE,2016,103,"Drama,Horror,Mystery","nm0870469","Dan Trachtenberg","music_department,director,writer","tt1190634,tt1179933,tt2085059,tt11866324"
"Taken","$24,717,037",3183,"tt0208495","movie","Taken",FALSE,1999,98,"Drama,Thriller","nm0279051","Max Fischer","director,writer,actor","tt0072396,tt0084206,tt0106822,tt0081083"
"The Accountant","$24,710,273",3332,"tt0192956","movie","The Accountant",FALSE,1999,50,"Action,Thriller","nm0924455","Andrew White","director,writer,cinematographer","tt0192956"
"Collateral","$24,701,458",3188,"tt0369339","movie","Collateral",FALSE,2004,120,"Action,Crime,Drama","nm0000520","Michael Mann","producer,writer,director","tt0369339,tt0140352,tt0104691,tt0083190"
"Congo","$24,642,539",2649,"tt0112715","movie","Congo",FALSE,1995,109,"Action,Adventure,Mystery","nm0550881","Frank Marshall","producer,miscellaneous,director","tt0112715,tt0082971,tt0421715,tt0286106"
"The Butler","$24,637,312",2933,"tt0204178","short","The Butler",FALSE,1916,NA,"Comedy,Short","nm0571760","Edwin McKim","director,writer,actor","tt0002405,tt0004591,tt0204159,tt0204353"
"The Predator","$24,632,284",4037,"tt0711732","tvEpisode","The Predator",FALSE,1981,60,"Action,Crime,Drama","nm0485889","Richard Lang","director,assistant_director,producer","tt0062575,tt0073972,tt0125648,tt0070993"
"Flightplan","$24,629,938",3424,"tt0408790","movie","Flightplan",FALSE,2005,98,"Drama,Mystery,Thriller","nm0777881","Robert Schwentke","director,writer,soundtrack","tt0297871,tt0790736,tt1245526,tt6763252"
"Knowing","$24,604,751",3332,"tt0366683","short","Knowing",FALSE,2000,NA,"Mystery,Short","nm1377679","Alan Jonsson","producer,director,writer","tt3646058,tt1166107,tt12252280,tt0366683"
"Christopher Robin","$24,585,139",3602,"tt11023486","tvEpisode","Christopher Robin",FALSE,2018,NA,"Comedy","\N",NA,NA,NA
"Eraser","$24,566,446",2410,"tt0116213","movie","Eraser",FALSE,1996,115,"Action,Crime,Thriller","nm0751080","Chuck Russell","director,producer,writer","tt0093629,tt0277296,tt0116213,tt0110475"
"The Girl on the Train","$24,536,265",3144,"tt1183672","movie","La fille du RER",FALSE,2009,97,"Drama","nm0029242","André Téchiné","writer,director,actor","tt0089902,tt0111019,tt0487273,tt4331970"
"The Emoji Movie","$24,531,923",4075,"tt11951726","tvEpisode","The Emoji Movie",FALSE,2018,9,"Animation,Reality-TV,Talk-Show","nm7829932","Mitchell Tansell","writer,actor,director","tt5628452,tt5619292,tt8263974,tt10415496"
"Evil Dead Rise","$24,504,315",3402,"tt13345606","movie","Evil Dead Rise",FALSE,2023,96,"Horror","nm2091846","Lee Cronin","director,writer,producer","tt3225926,tt1545523,tt6198946,tt13345606"
"Pet Sematary","$24,502,775",3585,"tt0098084","movie","Pet Sematary",FALSE,1989,103,"Fantasy,Horror,Thriller","nm0005116","Mary Lambert","director,writer,miscellaneous","tt0163676,tt2741602,tt0098084"
"Act of Valor","$24,476,632",3039,"tt14281034","tvMiniSeries","Act of Valor",FALSE,NA,NA,"Documentary","\N",NA,NA,NA
"Forrest Gump","$24,450,602",1595,"tt0109830","movie","Forrest Gump",FALSE,1994,142,"Drama,Romance","nm0000709","Robert Zemeckis","producer,writer,director","tt0118884,tt0109830,tt0088763,tt1907668"
"Mean Girls","$24,432,195",2839,"tt0377092","movie","Mean Girls",FALSE,2004,97,"Comedy","nm0914132","Mark Waters","director,producer,writer","tt1686821,tt0821640,tt0416236,tt1022603"
"Failure to Launch","$24,411,322",3057,"tt0427229","movie","Failure to Launch",FALSE,2006,97,"Comedy,Romance","nm0223359","Tom Dey","director,camera_department,producer","tt0427229,tt0284490,tt0184894,tt0118346"
"Race to Witch Mountain","$24,402,214",3187,"tt1075417","movie","Race to Witch Mountain",FALSE,2009,98,"Action,Adventure,Family","nm0275698","Andy Fickman","producer,director,actor","tt3450650,tt1075417,tt0118615,tt1414382"
"Contraband","$24,349,815",2863,"tt0015703","movie","Contraband",FALSE,1925,92,"Drama","nm0189076","Alan Crosland","director,writer,producer","tt0018037,tt0026724,tt0013763,tt0013593"
"The Chronicles of Riddick","$24,289,165",2757,"tt0296572","movie","The Chronicles of Riddick",FALSE,2004,119,"Action,Adventure,Sci-Fi","nm0878638","David Twohy","writer,director,producer","tt0119173,tt0106977,tt1411250,tt0134847"
"The Haunted Mansion","$24,278,410",3122,"tt0338094","movie","The Haunted Mansion",FALSE,2003,99,"Comedy,Family,Fantasy","nm0591450","Rob Minkoff","producer,director,animation_department","tt0243585,tt0865556,tt0338094,tt0110357"
"The Last Samurai","$24,271,354",2908,"tt0099987","movie","The Last Samurai",FALSE,1990,90,"Action,Adventure,Drama","nm0562577","Paul Mayersberg","writer,miscellaneous,director","tt0074851,tt0159382,tt0095738,tt0099987"
"TMNT","$24,255,205",3110,"tt0453556","movie","TMNT",FALSE,2007,87,"Action,Adventure,Animation","nm1083489","Kevin Munroe","art_department,writer,director","tt0453556,tt2865120,tt1013860,tt7885738"
"No Good Deed","$24,250,283",2175,"tt0292610","movie","No Good Deed",FALSE,2002,97,"Crime,Drama,Thriller","nm0706182","Bob Rafelson","producer,director,writer","tt0115710,tt0060010,tt0075268,tt0065724"
"Barbershop 2: Back in Business","$24,241,612",2711,"tt0337579","movie","Barbershop 2: Back in Business",FALSE,2004,106,"Comedy,Drama","nm0838198","Kevin Rodney Sullivan","director,actor,writer","tt6439752,tt5555260,tt0337579,tt0120703"
"Me, Myself & Irene","$24,209,385",3019,"tt0183505","movie","Me, Myself & Irene",FALSE,2000,116,"Comedy","nm0125803,nm0268380",NA,NA,NA
"Coach Carter","$24,182,961",2524,"tt0393162","movie","Coach Carter",FALSE,2005,136,"Biography,Drama,Sport","nm0141961","Thomas Carter","director,producer,actor","tt0206275,tt0393162,tt0098789,tt0119664"
"Maze Runner: The Death Cure","$24,167,011",3787,"tt4500922","movie","Maze Runner: The Death Cure",FALSE,2018,143,"Action,Adventure,Sci-Fi","nm1226871","Wes Ball","art_department,director,visual_effects","tt4500922,tt4046784,tt1790864,tt1532503"
"Warcraft","$24,166,110",3400,"tt0803096","movie","Warcraft",FALSE,2016,123,"Action,Adventure,Fantasy","nm1512910","Duncan Jones","director,writer,producer","tt0945513,tt1182345,tt1464763,tt0803096"
"Con Air","$24,131,738",2824,"tt0118880","movie","Con Air",FALSE,1997,115,"Action,Crime,Thriller","nm0922346","Simon West","director,producer,actor","tt0118880,tt0144214,tt0146316,tt0472399"
"Exodus: Gods and Kings","$24,115,934",3503,"tt11121050","tvEpisode","Exodus: Gods and Kings",FALSE,2019,NA,"Comedy,Reality-TV,Talk-Show","nm1825544","Michael Horwitz","director,editor,writer","tt7395772,tt0804258,tt15345228,tt5565320"
"White Noise","$24,113,565",2261,"tt0375210","movie","White Noise",FALSE,2005,101,"Drama,Horror,Mystery","nm0768249","Geoffrey Sax","director,actor,miscellaneous","tt0090477,tt0324264,tt0094519,tt0375210"
"21","$24,105,943",2648,"tt0155461","short","21",FALSE,1998,NA,"Drama,Short","nm0660621","Peter A. Pappas","actor,director,writer","tt0155461,tt0365809"
"The Conjuring: The Devil Made Me Do It","$24,104,332",3102,"tt14762832","tvEpisode","The Conjuring: The Devil Made Me Do It",FALSE,2021,7,"Comedy,Talk-Show","nm5741914","Chris Stuckmann","writer,producer,editor","tt6098952,tt8693992,tt14999684,tt6097360"
"Haunted Mansion","$24,082,475",3740,"tt0256071","movie","Heung Gong dai yat hung chak",FALSE,1998,90,"Horror","nm0864771","Lai Chi To","assistant_director,writer,director","tt0099264,tt0256071,tt0111779,tt0184488"
"Arrival","$24,074,047",2317,"tt0080383","short","Arrival",FALSE,1980,19,"Documentary,Short","nm0002411","Mani Kaul","director,writer,actor","tt0066514,tt0066787,tt0070009,tt0207626"
"Tower Heist","$24,025,190",3367,"tt0471042","movie","Tower Heist",FALSE,2011,104,"Action,Comedy,Crime","nm0711840","Brett Ratner","producer,director,music_department","tt0120812,tt0376994,tt1267297,tt0289765"
"Pixels","$24,011,616",3723,"tt11280654","tvEpisode","Pixels",FALSE,2015,NA,"Animation,Comedy,Family","nm2088529","Dane Boedigheimer","actor,writer,director","tt11225340,tt21295222,tt1715368,tt2114184"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","$24,005,069",3555,"tt0980970","movie","The Chronicles of Narnia: The Voyage of the Dawn Treader",FALSE,2010,113,"Adventure,Family,Fantasy","nm0000776","Michael Apted","director,producer,miscellaneous","tt0384766,tt0454776,tt0157583,tt0143145"
"Monster-in-Law","$24,000,000",3424,"tt0369735","movie","Monster-in-Law",FALSE,2005,101,"Comedy,Romance","nm0525659","Robert Luketic","director,writer,producer","tt0250494,tt0369735,tt1142988,tt1103153"
"The Fast and the Furious: Tokyo Drift","$23,973,840",3027,"tt0463985","movie","The Fast and the Furious: Tokyo Drift",FALSE,2006,104,"Action,Crime,Thriller","nm0510912","Justin Lin","producer,director,writer","tt0280477,tt5433138,tt1905041,tt5433140"
"The Bad Guys","$23,950,245",4008,"tt15521812","tvEpisode","The Bad Guys",FALSE,1975,NA,"Talk-Show","nm0685923","Bruce Pittman","director,producer,writer","tt0103244,tt0300881,tt2256867,tt0090873"
"Fahrenheit 9/11","$23,920,637",868,"tt0361596","movie","Fahrenheit 9/11",FALSE,2004,122,"Documentary,Drama,War","nm0601619","Michael Moore","director,producer,writer","tt1232207,tt0310793,tt0361596,tt0386032"
"Captain Underpants: The First Epic Movie","$23,851,539",3434,"tt11951660","tvEpisode","Captain Underpants: The First Epic Movie",FALSE,2018,5,"Animation,Reality-TV,Talk-Show","nm7829932","Mitchell Tansell","writer,actor,director","tt5628452,tt5619292,tt8263974,tt10415496"
"Bad Moms","$23,817,340",3215,"tt10857254","tvEpisode","Bad Moms",FALSE,NA,NA,"Talk-Show","\N",NA,NA,NA
"The Town","$23,808,032",2861,"tt0037389","short","The Town",FALSE,1944,12,"Short","nm0903049","Josef von Sternberg","director,writer,assistant_director","tt0021156,tt0046712,tt0018839,tt0026276"
"How to Lose a Guy in 10 Days","$23,774,850",2923,"tt0251127","movie","How to Lose a Guy in 10 Days",FALSE,2003,116,"Comedy,Romance","nm0677953","Donald Petrie","director,actor,producer","tt0212346,tt0251127,tt0095690,tt0107050"
"Rise of the Guardians","$23,773,465",3653,"tt11455760","tvEpisode","Rise of the Guardians",FALSE,2012,NA,"Talk-Show","nm4416167","Logan Ridenbaugh","actor,director,writer","tt1891062,tt9542872,tt13884464,tt3243872"
"Paul Blart: Mall Cop 2","$23,762,435",3633,"tt11248392","tvEpisode","Paul Blart: Mall Cop 2",FALSE,2015,NA,"Animation,Comedy,Family","nm2088529","Dane Boedigheimer","actor,writer,director","tt11225340,tt21295222,tt1715368,tt2114184"
"The Fugitive","$23,758,855",2340,"tt0001227","short","The Fugitive",FALSE,1910,17,"Drama,Short,War","nm0000428","D.W. Griffith","director,writer,producer","tt0004972,tt0006864,tt0009968,tt0010484"
"Diary of a Wimpy Kid: Rodrick Rules","$23,751,502",3167,"tt15847828","movie","Diary of a Wimpy Kid: Rodrick Rules",FALSE,2022,74,"Animation,Comedy,Drama","nm0629306,nm1406291",NA,NA,NA
"17 Again","$23,722,310",3255,"tt0974661","movie","17 Again",FALSE,2009,102,"Comedy,Drama,Fantasy","nm0824882","Burr Steers","director,actor,writer","tt0110912,tt0280760,tt0974661,tt1374989"
"Fury","$23,702,421",3173,"tt0014068","movie","Fury",FALSE,1923,90,"Adventure,Drama","nm0454771","Henry King","actor,director,producer","tt0029539,tt0045162,tt0036377,tt0029852"
"Resident Evil: Extinction","$23,678,580",2828,"tt0432021","movie","Resident Evil: Extinction",FALSE,2007,94,"Action,Horror,Sci-Fi","nm0611683","Russell Mulcahy","director,producer,writer","tt0091203,tt0432021,tt1567432"
"Tomb Raider","$23,633,317",3854,"tt0190838","videoGame","Tomb Raider",FALSE,1996,NA,"Action,Adventure,Fantasy","\N",NA,NA,NA
"The Black Phone","$23,633,220",3150,"tt21072988","tvEpisode","The Black Phone",FALSE,2022,5,"Comedy,Talk-Show","nm5741914","Chris Stuckmann","writer,producer,editor","tt6098952,tt8693992,tt14999684,tt6097360"
"Open Season","$23,624,548",3833,"tt0071292","movie","Open Season",FALSE,1974,100,"Action,Drama,Thriller","nm0172772","Peter Collinson","director,producer,writer","tt0063237,tt0062426,tt0064505,tt0076832"
"Goosebumps","$23,618,556",3501,"tt0111987","tvSeries","Goosebumps",FALSE,1995,22,"Fantasy,Horror,Mystery","nm0372821,nm0003403,nm0913143,nm0768737,nm0296651,nm0003588,nm0227192,nm0103523,nm1053661,nm0646987,nm0567345,nm0003941,nm0095080",NA,NA,NA
"The Boss","$23,586,645",3480,"tt0004992","movie","The Boss",FALSE,1915,50,"Drama","nm0154352","Emile Chautard","director,actor,writer","tt0013806,tt0143092,tt0010499,tt0008255"
"Dinner for Schmucks","$23,527,839",2911,"tt0427152","movie","Dinner for Schmucks",FALSE,2010,114,"Comedy","nm0005366","Jay Roach","producer,director,writer","tt0109303,tt6394270,tt0118655,tt3203606"
"Mary Poppins Returns","$23,523,121",4090,"tt10021020","tvEpisode","Mary Poppins Returns",FALSE,2019,NA,"Talk-Show","\N",NA,NA,NA
"Dracula Untold","$23,514,615",2885,"tt0829150","movie","Dracula Untold",FALSE,2014,92,"Action,Drama,Fantasy","nm2411495","Gary Shore","director,producer,writer","tt8850704,tt0829150,tt4419364,tt3463938"
"The Amityville Horror","$23,507,007",3323,"tt0078767","movie","The Amityville Horror",FALSE,1979,117,"Horror","nm0742341","Stuart Rosenberg","director,producer,production_manager","tt0061512,tt0078767,tt0055349,tt0054531"
"Be Cool","$23,450,212",3216,"tt0377471","movie","Be Cool",FALSE,2005,118,"Comedy,Crime,Music","nm0336620","F. Gary Gray","director,producer,actor","tt0317740,tt0117603,tt0113118,tt0120768"
"I Can Do Bad All by Myself","$23,446,785",2255,"tt0483268","video","I Can Do Bad All by Myself",FALSE,2002,141,"Comedy","nm1347153,nm2177770",NA,NA,NA
"Save the Last Dance","$23,444,930",2230,"tt0206275","movie","Save the Last Dance",FALSE,2001,112,"Drama,Music,Romance","nm0141961","Thomas Carter","director,producer,actor","tt0206275,tt0393162,tt0098789,tt0119664"
"Once Upon a Time in Mexico","$23,424,118",3282,"tt0285823","movie","Once Upon a Time in Mexico",FALSE,2003,102,"Action,Crime,Thriller","nm0001675","Robert Rodriguez","producer,writer,director","tt0462322,tt0401792,tt0287717,tt0104815"
"Face/Off","$23,387,530",2621,"tt0119094","movie","Face/Off",FALSE,1997,138,"Action,Crime,Sci-Fi","nm0000247","John Woo","director,producer,writer","tt0119094,tt0425637,tt0104684,tt0092263"
"The Taking of Pelham 123","$23,373,102",3074,"tt1111422","movie","The Taking of Pelham 123",FALSE,2009,106,"Action,Crime,Thriller","nm0001716","Tony Scott","producer,director,actor","tt0421054,tt0477080,tt0116277,tt0108399"
"The Polar Express","$23,323,463",3650,"tt0338348","movie","The Polar Express",FALSE,2004,100,"Adventure,Animation,Comedy","nm0000709","Robert Zemeckis","producer,writer,director","tt0118884,tt0109830,tt0088763,tt1907668"
"Mortal Kombat","$23,302,503",3073,"tt0113855","movie","Mortal Kombat",FALSE,1995,101,"Action,Adventure,Fantasy","nm0027271","Paul W.S. Anderson","writer,producer,director","tt1509767,tt0119081,tt0318627,tt0113855"
"Cocaine Bear","$23,260,790",3534,"tt14209916","movie","Cocaine Bear",FALSE,2023,95,"Comedy,Thriller","nm0006969","Elizabeth Banks","actress,producer,director","tt1392170,tt1490017,tt1951265,tt0903657"
"Pineapple Express","$23,245,025",3072,"tt0910936","movie","Pineapple Express",FALSE,2008,111,"Action,Comedy,Crime","nm0337773","David Gordon Green","producer,director,writer","tt10665338,tt2195548,tt1502407,tt2382396"
"Alvin and the Chipmunks: Chipwrecked","$23,244,744",3723,"tt12751938","tvEpisode","Alvin and the Chipmunks: Chipwrecked",FALSE,2016,NA,"Comedy","\N",NA,NA,NA
"Eragon","$23,239,907",3020,"tt0449010","movie","Eragon",FALSE,2006,104,"Action,Adventure,Family","nm0266777","Stefen Fangmeier","visual_effects,director,assistant_director","tt5315064,tt0449010,tt0177971,tt0107290"
"This Is It","$23,234,394",3481,"tt0067851","short","This Is It",FALSE,1970,10,"Short","nm0112687","James Broughton","director,writer,actor","tt0074490,tt0046194,tt0038855,tt0068506"
"Hellboy","$23,172,440",3028,"tt0167190","movie","Hellboy",FALSE,2004,122,"Action,Adventure,Fantasy","nm0868219","Guillermo del Toro","writer,producer,director","tt1488589,tt5580390,tt0167190,tt0457430"
"Double Jeopardy","$23,162,542",2547,"tt0046927","movie","Double Jeopardy",FALSE,1955,70,"Action,Adventure,Crime","nm0819806","R.G. Springsteen","director,assistant_director,production_manager","tt0042543,tt0048595,tt0046927,tt0040709"
"Jackass Forever","$23,154,388",3604,"tt11466222","movie","Jackass Forever",FALSE,2022,96,"Action,Comedy,Documentary","nm0871860","Jeff Tremaine","writer,producer,director","tt3063516,tt0800325,tt1116184,tt9684220"
"The Mask","$23,117,068",2360,"tt0009358","movie","The Mask",FALSE,1918,50,"Comedy,Drama","nm0373614","Thomas N. Heffron","director,writer","tt0010432,tt0012671,tt0005427,tt0004563"
"Star Trek: Generations","$23,116,394",2659,"tt0111280","movie","Star Trek: Generations",FALSE,1994,118,"Action,Adventure,Mystery","nm0141222","David Carson","director,producer,writer","tt0111280,tt0120570,tt1844080,tt1842329"
"Eat Pray Love","$23,104,523",3082,"tt0879870","movie","Eat Pray Love",FALSE,2010,133,"Biography,Drama,Romance","nm0614682","Ryan Murphy","producer,writer,music_department","tt1844624,tt7562112,tt10161886,tt1327801"
"The League of Extraordinary Gentlemen","$23,075,892",3002,"tt0311429","movie","The League of Extraordinary Gentlemen",FALSE,2003,110,"Action,Adventure,Fantasy","nm0635759","Stephen Norrington","special_effects,make_up_department,visual_effects","tt0089908,tt0109575,tt0275468,tt0311429"
"Smallfoot","$23,045,635",4131,"tt11953490","tvEpisode","Smallfoot",FALSE,2019,5,"Animation,Reality-TV,Talk-Show","nm7829932","Mitchell Tansell","writer,actor,director","tt5628452,tt5619292,tt8263974,tt10415496"
"Resident Evil: Apocalypse","$23,036,273",3284,"tt0318627","movie","Resident Evil: Apocalypse",FALSE,2004,94,"Action,Horror,Sci-Fi","nm0936838","Alexander Witt","camera_department,assistant_director,director","tt0258463,tt1340138,tt2382320,tt0318627"
"Star Wars: Episode VI - Return of the Jedi","$23,019,618",1002,"tt0086190","movie","Star Wars: Episode VI - Return of the Jedi",FALSE,1983,131,"Action,Adventure,Fantasy","nm0549658","Richard Marquand","director,producer,writer","tt0089360,tt0086190,tt1043199,tt0107711"
"27 Dresses","$23,007,725",3057,"tt0988595","movie","27 Dresses",FALSE,2008,111,"Comedy,Romance","nm0281945","Anne Fletcher","miscellaneous,director,actress","tt0462590,tt0395699,tt0427327,tt1041829"
"The Haunting in Connecticut","$23,004,765",2732,"tt0492044","movie","The Haunting in Connecticut",FALSE,2009,92,"Drama,Horror,Mystery","nm1433996","Peter Cornwell","director,writer,producer","tt1430150,tt3532246,tt0492044,tt0379000"
"DC League of Super-Pets","$23,003,441",4314,"tt21403570","tvEpisode","DC League of Super-Pets",FALSE,2022,7,"Comedy,Talk-Show","nm5741914","Chris Stuckmann","writer,producer,editor","tt6098952,tt8693992,tt14999684,tt6097360"
"The Princess Diaries 2: Royal Engagement","$22,956,453",3472,"tt0368933","movie","The Princess Diaries 2: Royal Engagement",FALSE,2004,113,"Comedy,Family,Romance","nm0005190","Garry Marshall","writer,producer,actor","tt0791304,tt0100405,tt0151738,tt0104694"
"The Game Plan","$22,950,971",3103,"tt0492956","movie","The Game Plan",FALSE,2007,110,"Comedy,Family,Sport","nm0275698","Andy Fickman","producer,director,actor","tt3450650,tt1075417,tt0118615,tt1414382"
"Vantage Point","$22,874,936",3149,"tt0443274","movie","Vantage Point",FALSE,2008,90,"Action,Crime,Drama","nm0871428","Pete Travis","director,writer","tt0408056,tt1343727,tt0443274,tt2515034"
"Jack Reacher: Never Go Back","$22,872,490",3780,"tt3393786","movie","Jack Reacher: Never Go Back",FALSE,2016,118,"Action,Crime,Drama","nm0001880","Edward Zwick","producer,writer,director","tt0092492,tt0325710,tt0138097,tt0115956"
"The Princess Diaries","$22,862,269",2537,"tt0247638","movie","The Princess Diaries",FALSE,2001,115,"Comedy,Family,Romance","nm0005190","Garry Marshall","writer,producer,actor","tt0791304,tt0100405,tt0151738,tt0104694"
"Mission to Mars","$22,855,247",3054,"tt0183523","movie","Mission to Mars",FALSE,2000,114,"Adventure,Sci-Fi,Thriller","nm0000361","Brian De Palma","director,writer,producer","tt0120832,tt0074285,tt0080661,tt0086984"
"The Interpreter","$22,822,455",2758,"tt0367155","movie","El torgomane",FALSE,1961,NA,"\N","nm0252751","Hasan El-Saifi","director,writer,producer","tt0359491,tt27898285,tt0047145,tt1053323"
"Jackass: The Movie","$22,763,437",2509,"tt0322802","movie","Jackass: The Movie",FALSE,2002,85,"Action,Comedy,Documentary","nm0871860","Jeff Tremaine","writer,producer,director","tt3063516,tt0800325,tt1116184,tt9684220"
"Man on Fire","$22,751,490",2980,"tt0050682","movie","Man on Fire",FALSE,1957,95,"Drama","nm0532030","Ranald MacDougall","writer,director,producer","tt0056937,tt0053454,tt0041445,tt0037913"
"Mulan","$22,745,143",2888,"tt0120762","movie","Mulan",FALSE,1998,87,"Adventure,Animation,Comedy","nm0051643,nm0176905",NA,NA,NA
"Rugrats in Paris","$22,718,184",2934,"tt0213203","movie","Rugrats in Paris: The Movie - Rugrats II",FALSE,2000,78,"Adventure,Animation,Comedy","nm0075010,nm0218450",NA,NA,NA
"Insidious: Chapter 3","$22,692,741",3002,"tt21376128","tvEpisode","Insidious: Chapter 3",FALSE,2015,NA,"Comedy","nm8157519,nm8731572",NA,NA,NA
"Unstoppable","$22,688,457",3207,"tt0349889","movie","Unstoppable",FALSE,2004,96,"Action,Adventure,Drama","nm0141222","David Carson","director,producer,writer","tt0111280,tt0120570,tt1844080,tt1842329"
"Funny People","$22,657,780",3007,"tt0076061","movie","Funny People",FALSE,1976,146,"Comedy","nm0371059,nm1300431",NA,NA,NA
"Black Mass","$22,635,037",3188,"tt0471102","video","Black Mass",FALSE,2005,NA,"Horror","nm0564327,nm0689788,nm0689789",NA,NA,NA
"Poltergeist","$22,620,386",3240,"tt0084516","movie","Poltergeist",FALSE,1982,114,"Horror,Thriller","nm0001361","Tobe Hooper","director,writer,producer","tt0072271,tt0092076,tt0084516,tt0089489"
"The Time Machine","$22,610,437",2944,"tt0054387","movie","The Time Machine",FALSE,1960,103,"Adventure,Romance,Sci-Fi","nm0657162","George Pal","director,producer,cinematographer","tt0054387,tt0035476,tt0057812,tt0046534"
"Smile","$22,609,925",3645,"tt0073722","movie","Smile",FALSE,1975,113,"Comedy","nm0006916","Michael Ritchie","director,producer,actor","tt0080934,tt0089155,tt0091129,tt0106611"
