"name","openinggross","theathers","tconst","titleType","primaryTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"Sherlock Holmes: A Game of Shadows","$39,637,079",3703,"tt1515091","movie","Sherlock Holmes: A Game of Shadows",FALSE,2011,NA,129,"Action,Adventure,Mystery"
"The Waterboy","$39,414,071",2664,"tt0120484","movie","The Waterboy",FALSE,1998,NA,90,"Comedy,Sport"
"Rio 2","$39,327,869",3948,"tt10766736","tvEpisode","Rio 2",FALSE,2019,NA,NA,"Music"
"Rio","$39,225,962",3826,"tt0031863","movie","Rio",FALSE,1939,NA,77,"Crime,Drama,Romance"
"Taken 3","$39,201,657",3594,"tt10857260","tvEpisode","Taken 3",FALSE,NA,NA,NA,"Talk-Show"
"The Break-Up","$39,172,785",3070,"tt0452594","movie","The Break-Up",FALSE,2006,NA,106,"Comedy,Drama,Romance"
"The Good Dinosaur","$39,155,217",3749,"tt11343666","tvEpisode","The Good Dinosaur",FALSE,2015,NA,NA,"Animation,Comedy,Family"
"Ocean's Twelve","$39,153,380",3290,"tt0349903","movie","Ocean's Twelve",FALSE,2004,NA,125,"Crime,Thriller"
"The Grudge","$39,128,715",3245,"tt0005431","short","The Grudge",FALSE,1915,NA,20,"Short,Western"
"Magic Mike","$39,127,170",2930,"tt11935408","tvEpisode","Magic Mike",FALSE,2016,NA,NA,"Comedy"
"Onward","$39,119,861",4310,"tt11749214","short","Onward",FALSE,2020,NA,12,"Short"
"The Heat","$39,115,043",3181,"tt0396047","tvEpisode","The Heat",FALSE,1989,NA,120,"Action,Adventure,Comedy"
"Kingsman: The Golden Circle","$39,023,010",4003,"tt13624550","tvEpisode","Kingsman: The Golden Circle",FALSE,2017,NA,20,"Comedy,Talk-Show"
"Morbius","$39,005,895",4268,"tt18974222","tvEpisode","Morbius",FALSE,2022,NA,NA,"Talk-Show"
"Dinosaur","$38,854,851",3257,"tt0106726","short","Dinosaur",FALSE,1993,NA,NA,"Animation,Short"
"Daddy's Home","$38,740,203",3271,"tt0550048","tvEpisode","Daddy's Home",FALSE,2004,NA,NA,"Comedy"
"Get Smart","$38,683,480",3911,"tt0058805","tvSeries","Get Smart",FALSE,1965,1970,25,"Action,Adventure,Comedy"
"Fifty Shades Freed","$38,560,195",3768,"tt10043328","tvEpisode","Fifty Shades Freed",FALSE,2019,NA,NA,"Comedy"
"You Don't Mess with the Zohan","$38,531,374",3462,"tt0960144","movie","You Don't Mess with the Zohan",FALSE,2008,NA,113,"Action,Comedy"
"The Legend of Tarzan","$38,527,856",3561,"tt0283754","tvSeries","The Legend of Tarzan",FALSE,2001,2003,22,"Action,Adventure,Animation"
"Over the Hedge","$38,457,003",4059,"tt0327084","movie","Over the Hedge",FALSE,2006,NA,83,"Adventure,Animation,Comedy"
"The Cat in the Hat","$38,329,160",3464,"tt0284714","tvMovie","The Cat in the Hat",FALSE,1971,NA,30,"Animation,Comedy,Family"
"Alien vs. Predator","$38,291,056",3395,"tt0471072","videoGame","Alien vs. Predator",FALSE,1994,NA,NA,"Action,Adventure,Sci-Fi"
"The Angry Birds Movie","$38,155,177",3932,"tt11362228","tvEpisode","The Angry Birds Movie",FALSE,2015,NA,NA,"Animation,Comedy,Family"
"The Bourne Legacy","$38,142,825",3745,"tt1194173","movie","The Bourne Legacy",FALSE,2012,NA,135,"Action,Adventure,Thriller"
"Ocean's Eleven","$38,107,822",3075,"tt0054135","movie","Ocean's Eleven",FALSE,1960,NA,127,"Comedy,Crime,Music"
"Rango","$38,079,323",3917,"tt0061288","tvSeries","Rango",FALSE,1967,1967,30,"Comedy,Western"
"Inglourious Basterds","$38,054,676",3165,"tt0361748","movie","Inglourious Basterds",FALSE,2009,NA,153,"Adventure,Drama,War"
"Bee Movie","$38,021,044",3928,"tt0389790","movie","Bee Movie",FALSE,2007,NA,91,"Adventure,Animation,Comedy"
"Ace Ventura: When Nature Calls","$37,804,076",2652,"tt0112281","movie","Ace Ventura: When Nature Calls",FALSE,1995,NA,90,"Adventure,Comedy,Crime"
"Charlie's Angels: Full Throttle","$37,634,221",3459,"tt0305357","movie","Charlie's Angels: Full Throttle",FALSE,2003,NA,106,"Action,Adventure,Comedy"
"Hop","$37,543,710",3579,"tt0298911","movie","Hop",FALSE,2002,NA,106,"Comedy,Drama"
"Gone Girl","$37,513,109",3014,"tt10948692","tvEpisode","Gone Girl",FALSE,2018,NA,NA,"Drama"
"District 9","$37,354,308",3049,"tt1136608","movie","District 9",FALSE,2009,NA,112,"Action,Sci-Fi,Thriller"
"Pacific Rim","$37,285,325",3275,"tt12700044","tvEpisode","Pacific Rim",FALSE,2013,NA,NA,"Comedy"
"Dungeons & Dragons: Honor Among Thieves","$37,205,784",3855,"tt24325838","tvEpisode","Dungeons & Dragons: Honor Among Thieves",FALSE,2023,NA,NA,"Comedy"
"Mr. Deeds","$37,162,787",3231,"tt0280590","movie","Mr. Deeds",FALSE,2002,NA,96,"Comedy,Romance"
"Annabelle","$37,134,255",3185,"tt0190973","short","Annabelle",FALSE,1999,NA,NA,"Drama,Short"
"Air Force One","$37,132,505",2919,"tt0118571","movie","Air Force One",FALSE,1997,NA,124,"Action,Drama,Thriller"
"S.W.A.T.","$37,062,535",3202,"tt0072560","tvSeries","S.W.A.T.",FALSE,1975,1976,50,"Action,Crime,Drama"
"Oblivion","$37,054,485",3783,"tt0110706","movie","Oblivion",FALSE,1994,NA,94,"Adventure,Comedy,Crime"
"Maleficent: Mistress of Evil","$36,948,713",3790,"tt11101466","tvEpisode","Maleficent: Mistress of Evil",FALSE,2019,NA,NA,"Talk-Show"
"Red Dragon","$36,540,945",3357,"tt0289765","movie","Red Dragon",FALSE,2002,NA,124,"Crime,Drama,Thriller"
"Cowboys & Aliens","$36,431,290",3750,"tt0409847","movie","Cowboys & Aliens",FALSE,2011,NA,119,"Action,Drama,Sci-Fi"
"Freddy vs. Jason","$36,400,000",3014,"tt0329101","movie","Freddy vs. Jason",FALSE,2003,NA,97,"Action,Horror"
"Interview with the Vampire: The Vampire Chronicles","$36,389,705",2604,"tt0110148","movie","Interview with the Vampire: The Vampire Chronicles",FALSE,1994,NA,123,"Drama,Fantasy,Horror"
"Marley & Me","$36,357,586",3480,"tt0822832","movie","Marley & Me",FALSE,2008,NA,111,"Drama,Family"
"21 Jump Street","$36,302,612",3121,"tt0092312","tvSeries","21 Jump Street",FALSE,1987,1991,60,"Crime,Drama,Mystery"
"Kingsman: The Secret Service","$36,206,331",3204,"tt2802144","movie","Kingsman: The Secret Service",FALSE,2014,NA,129,"Action,Adventure,Comedy"
"Jumanji: Welcome to the Jungle","$36,169,328",3765,"tt11372182","tvEpisode","Jumanji: Welcome to the Jungle",FALSE,2019,NA,NA,"Comedy"
"Alien: Covenant","$36,160,621",3761,"tt14437248","tvEpisode","Alien: Covenant",FALSE,2021,NA,NA,"Comedy"
"Ocean's Thirteen","$36,133,403",3565,"tt0496806","movie","Ocean's Thirteen",FALSE,2007,NA,122,"Crime,Thriller"
"Dumb and Dumber To","$36,111,775",3154,"tt2096672","movie","Dumb and Dumber To",FALSE,2014,NA,109,"Comedy"
"Armageddon","$36,089,972",3127,"tt0064039","movie","Armageddon",FALSE,1969,NA,NA,"Action,Sci-Fi"
"The Scorpion King","$36,075,875",3444,"tt0277296","movie","The Scorpion King",FALSE,2002,NA,92,"Action,Adventure,Fantasy"
"Robin Hood","$36,063,385",3503,"tt0002465","short","Robin Hood",FALSE,1912,NA,30,"Adventure,Drama,Romance"
"Robots","$36,045,301",3776,"tt0174170","video","Isaac Asimov's Robots",FALSE,1988,NA,45,"Crime,Family,Mystery"
"The Equalizer 2","$36,011,640",3388,"tt29195242","tvEpisode","The Equalizer 2",FALSE,2019,NA,NA,"Documentary"
"Salt","$36,011,243",3612,"tt0286035","movie","Salt",FALSE,2000,NA,78,"\N"
"Star Wars: Episode IV - A New Hope1997 Special Edition","$35,906,661",2104,NA,NA,NA,NA,NA,NA,NA,NA
"10,000 BC","$35,867,488",3410,"tt0443649","movie","10,000 BC",FALSE,2008,NA,109,"Action,Adventure,Drama"
"Rampage","$35,753,093",4101,"tt0057447","movie","Rampage",FALSE,1963,NA,98,"Adventure,Romance"
"Minority Report","$35,677,125",3001,"tt0181689","movie","Minority Report",FALSE,2002,NA,145,"Action,Crime,Mystery"
"Sweet Home Alabama","$35,648,740",3293,"tt0256415","movie","Sweet Home Alabama",FALSE,2002,NA,108,"Comedy,Romance"
"The Smurfs","$35,611,637",3395,"tt0472181","movie","The Smurfs",FALSE,2011,NA,103,"Adventure,Animation,Comedy"
"Creed II","$35,574,710",3441,"tt6343314","movie","Creed II",FALSE,2018,NA,130,"Action,Drama,Sport"
"Battle Los Angeles","$35,573,187",3417,"tt1846071","tvEpisode","Battle Los Angeles",FALSE,2011,NA,NA,"Talk-Show"
"The Other Guys","$35,543,162",3651,"tt0709195","tvEpisode","The Other Guys",FALSE,2002,NA,44,"Action,Adventure,Drama"
"Central Intelligence","$35,535,250",3508,"tt13458220","tvEpisode","Central Intelligence",FALSE,2020,NA,15,"Comedy,Documentary,Mystery"
"The World Is Not Enough","$35,519,007",3163,"tt0143145","movie","The World Is Not Enough",FALSE,1999,NA,128,"Action,Adventure,Thriller"
"Super 8","$35,451,168",3379,"tt11618220","short","Super 8",FALSE,2019,NA,NA,"Horror,Short"
"Spider-Man: Into the Spider-Verse","$35,363,376",3813,"tt10120324","tvEpisode","Spider-Man: Into the Spider-Verse",FALSE,2019,NA,NA,"Comedy"
"Teenage Mutant Ninja Turtles: Out of the Shadows","$35,316,382",4071,"tt10897948","tvEpisode","Teenage Mutant Ninja Turtles: Out of the Shadows",FALSE,2013,NA,NA,"Comedy"
"Lilo & Stitch","$35,260,212",3191,"tt0275847","movie","Lilo & Stitch",FALSE,2002,NA,85,"Adventure,Animation,Comedy"
"Sing","$35,258,145",4022,"tt0098335","movie","Sing",FALSE,1989,NA,98,"Drama,Musical"
"Ride Along 2","$35,243,095",3175,"tt10042370","tvEpisode","Ride Along 2",FALSE,2019,NA,NA,"Talk-Show"
"National Treasure","$35,142,554",3017,"tt0368891","movie","National Treasure",FALSE,2004,NA,131,"Action,Adventure,Mystery"
"The Ring Two","$35,065,237",3332,"tt0377109","movie","The Ring Two",FALSE,2005,NA,110,"Horror,Mystery"
"Runaway Bride","$35,055,556",3158,"tt0163187","movie","Runaway Bride",FALSE,1999,NA,116,"Comedy,Romance"
"Sully","$35,028,301",3525,"tt1667489","short","Sully",FALSE,2010,NA,8,"Drama,Short"
"Jungle Cruise","$35,018,731",4310,"tt0870154","movie","Jungle Cruise",FALSE,2021,NA,127,"Action,Adventure,Comedy"
"Annabelle: Creation","$35,006,404",3502,"tt5140878","movie","Annabelle: Creation",FALSE,2017,NA,109,"Horror,Mystery,Thriller"
"Mamma Mia! Here We Go Again","$34,952,180",3317,"tt11023480","tvEpisode","Mamma Mia! Here We Go Again",FALSE,2018,NA,NA,"Comedy"
"The Expendables","$34,825,135",3270,"tt0053805","tvMovie","The Expendables",FALSE,1962,NA,NA,"Action,Drama"
"Gladiator","$34,819,017",2938,"tt0104346","movie","Gladiator",FALSE,1992,NA,101,"Action,Drama,Sport"
"Scream 3","$34,713,342",3467,"tt0134084","movie","Scream 3",FALSE,2000,NA,116,"Horror,Mystery"
"The Magnificent Seven","$34,703,397",3674,"tt0054047","movie","The Magnificent Seven",FALSE,1960,NA,128,"Action,Adventure,Drama"
"The Equalizer 3","$34,604,229",3965,"tt17024450","movie","The Equalizer 3",FALSE,2023,NA,109,"Action,Crime,Thriller"
"Identity Thief","$34,551,025",3141,"tt2024432","movie","Identity Thief",FALSE,2013,NA,111,"Comedy,Crime,Drama"
"Hellboy II: The Golden Army","$34,539,115",3204,"tt0411477","movie","Hellboy II: The Golden Army",FALSE,2008,NA,120,"Action,Adventure,Fantasy"
"Enchanted","$34,440,317",3730,"tt0148106","video","Enchanted",TRUE,1997,NA,NA,"Adult"
"Couples Retreat","$34,286,740",3000,"tt1078940","movie","Couples Retreat",FALSE,2009,NA,113,"Comedy"
"Sausage Party","$34,263,534",3103,"tt10466494","tvEpisode","Sausage Party",FALSE,2020,NA,7,"Action,Comedy"
"I Now Pronounce You Chuck & Larry","$34,233,750",3495,"tt0762107","movie","I Now Pronounce You Chuck & Larry",FALSE,2007,NA,115,"Comedy,Romance"
"Tarzan","$34,221,968",3005,"tt0060033","tvSeries","Tarzan",FALSE,1966,1968,60,"Action,Adventure"
"Ransom","$34,216,088",2676,"tt0019307","movie","Ransom",FALSE,1928,NA,58,"Action,Adventure,Crime"
"Norbit","$34,195,434",3136,"tt0477051","movie","Norbit",FALSE,2007,NA,103,"Comedy,Romance"
"The Equalizer","$34,137,828",3236,"tt0088513","tvSeries","The Equalizer",FALSE,1985,1989,48,"Action,Crime,Drama"
"The Blind Side","$34,119,372",3110,"tt0878804","movie","The Blind Side",FALSE,2009,NA,129,"Biography,Drama,Sport"
"The Lego Movie 2: The Second Part","$34,115,335",4303,"tt11958726","tvEpisode","The Lego Movie 2: The Second Part",FALSE,2020,NA,6,"Animation,Reality-TV,Talk-Show"
"Puss in Boots","$34,077,439",3952,"tt0013520","short","Puss in Boots",FALSE,1922,NA,9,"Animation,Short"
"The Purge","$34,058,360",2536,"tt0579783","tvEpisode","The Purge",FALSE,1999,NA,NA,"Adventure,Drama,Mystery"
"Lethal Weapon 4","$34,048,124",3117,"tt0122151","movie","Lethal Weapon 4",FALSE,1998,NA,127,"Action,Crime,Thriller"
"Cloudy with a Chance of Meatballs 2","$34,017,930",4001,"tt10395042","tvEpisode","Cloudy with a Chance of Meatballs 2",FALSE,2014,NA,NA,"Comedy,Talk-Show"
"Get Hard","$33,803,253",3175,"tt12837240","movie","Get Hard",TRUE,2021,NA,95,"Adult,Comedy,Drama"
"The Devil Inside","$33,732,515",2285,"tt0284036","videoGame","The Devil Inside",FALSE,2000,NA,NA,"Adventure,Horror"
"Think Like a Man","$33,636,303",2015,"tt1621045","movie","Think Like a Man",FALSE,2012,NA,123,"Comedy,Romance"
"The Proposal","$33,627,598",3056,"tt0067623","tvEpisode","The Proposal",FALSE,1971,NA,30,"Crime,Drama"
"What Women Want","$33,614,543",3012,"tt0011849","movie","What Women Want",FALSE,1920,NA,NA,"Drama"
"Saw III","$33,610,391",3167,"tt0489270","movie","Saw III",FALSE,2006,NA,108,"Horror,Mystery,Thriller"
"Epic","$33,531,068",3882,"tt0217438","movie","Epic",TRUE,1963,NA,NA,"Adult"
"The Green Hornet","$33,526,876",3584,"tt0031394","movie","The Green Hornet",FALSE,1940,NA,258,"Adventure,Crime,Family"
"Ted 2","$33,507,870",3442,"tt2637276","movie","Ted 2",FALSE,2015,NA,115,"Comedy"
"101 Dalmatians","$33,504,025",2794,"tt0115433","movie","101 Dalmatians",FALSE,1996,NA,103,"Adventure,Comedy,Crime"
"Wrath of the Titans","$33,457,188",3545,"tt1646987","movie","Wrath of the Titans",FALSE,2012,NA,99,"Action,Adventure,Fantasy"
"The Haunting","$33,435,140",2808,"tt0057129","movie","The Haunting",FALSE,1963,NA,112,"Horror"
"Get Out","$33,377,060",2781,"tt0398474","tvSeries","Get Out",FALSE,2003,NA,22,"Documentary"
"Live Free or Die Hard","$33,369,559",3408,"tt0337978","movie","Live Free or Die Hard",FALSE,2007,NA,128,"Action,Thriller"
"American Wedding","$33,369,440",3172,"tt0328828","movie","American Wedding",FALSE,2003,NA,96,"Comedy"
"Lethal Weapon 3","$33,243,086",2510,"tt0104714","movie","Lethal Weapon 3",FALSE,1992,NA,118,"Action,Crime,Thriller"
"Hustlers","$33,181,361",3250,"tt10950330","tvEpisode","Hustlers",FALSE,2019,NA,6,"Comedy,Talk-Show"
"A Wrinkle in Time","$33,123,609",3980,"tt0290382","tvMovie","A Wrinkle in Time",FALSE,2003,NA,251,"Adventure,Family,Fantasy"
"Superbad","$33,052,411",2948,"tt0829482","movie","Superbad",FALSE,2007,NA,113,"Comedy"
"Tomorrowland","$33,028,165",3972,"tt0540794","tvEpisode","Tomorrowland",FALSE,2001,NA,NA,"Comedy,Music"
"Blades of Glory","$33,014,202",3372,"tt0445934","movie","Blades of Glory",FALSE,2007,NA,93,"Comedy,Sport"
"Insidious: The Red Door","$33,013,036",3188,"tt13405778","movie","Insidious: The Red Door",FALSE,2023,NA,107,"Horror,Mystery,Thriller"
"Birds of Prey","$33,010,017",4236,"tt0017675","movie","Birds of Prey",FALSE,1927,NA,56,"Crime,Drama,Romance"
"Rush Hour","$33,001,803",2638,"tt0120812","movie","Rush Hour",FALSE,1998,NA,98,"Action,Comedy,Crime"
"Scream 2","$32,926,342",2663,"tt0120082","movie","Scream 2",FALSE,1997,NA,120,"Horror,Mystery"
"A Nightmare on Elm Street","$32,902,299",3332,"tt0087800","movie","A Nightmare on Elm Street",FALSE,1984,NA,91,"Horror"
"Dark Phoenix","$32,828,348",3721,"tt10417618","tvEpisode","Dark Phoenix",FALSE,2019,NA,NA,"Talk-Show"
"The Book of Eli","$32,789,494",3111,"tt1037705","movie","The Book of Eli",FALSE,2010,NA,118,"Action,Adventure,Drama"
"Blade Runner 2049","$32,753,122",4058,"tt12038118","tvEpisode","Blade Runner 2049",FALSE,2020,NA,NA,"Comedy"
"Where the Wild Things Are","$32,695,407",3735,"tt0386117","movie","Where the Wild Things Are",FALSE,2009,NA,101,"Adventure,Drama,Family"
"Due Date","$32,689,406",3355,"tt10050272","short","Due Date",FALSE,2018,NA,7,"Drama,Short"
"The Nun II","$32,603,336",3728,"tt10160976","movie","The Nun II",FALSE,2023,NA,110,"Horror,Mystery,Thriller"
"Blade II","$32,528,016",2707,"tt0187738","movie","Blade II",FALSE,2002,NA,117,"Action,Horror,Sci-Fi"
"The Maze Runner","$32,512,804",3604,"tt1790864","movie","The Maze Runner",FALSE,2014,NA,113,"Action,Mystery,Sci-Fi"
"Spy Kids 3: Game Over","$32,500,000",3344,"tt0338459","movie","Spy Kids 3: Game Over",FALSE,2003,NA,84,"Action,Adventure,Comedy"
"Hannah Montana: The Movie","$32,324,487",3118,"tt10884622","tvEpisode","Hannah Montana: The Movie",FALSE,2014,NA,NA,"Comedy"
"Mr. Peabody & Sherman","$32,207,057",3934,"tt0864835","movie","Mr. Peabody & Sherman",FALSE,2014,NA,92,"Adventure,Animation,Comedy"
"Immortals","$32,206,425",3112,"tt0394588","tvEpisode","Immortals",FALSE,1996,NA,NA,"Documentary"
"Wedding Crashers","$32,200,000",2925,"tt0396269","movie","Wedding Crashers",FALSE,2005,NA,119,"Comedy,Romance"
"Elf","$32,100,000",3337,"tt0319343","movie","Elf",FALSE,2003,NA,97,"Adventure,Comedy,Family"
"Jackass Presents: Bad Grandpa","$32,055,177",3336,"tt3123166","tvEpisode","Jackass Presents: Bad Grandpa",FALSE,2013,NA,5,"Comedy"
"The SpongeBob SquarePants Movie","$32,018,216",3212,"tt0345950","movie","The SpongeBob SquarePants Movie",FALSE,2004,NA,87,"Adventure,Animation,Comedy"
"Paul Blart: Mall Cop","$31,832,636",3144,"tt1114740","movie","Paul Blart: Mall Cop",FALSE,2009,NA,91,"Action,Comedy,Crime"
"Terminator 2: Judgment Day","$31,765,506",2274,"tt0103064","movie","Terminator 2: Judgment Day",FALSE,1991,NA,137,"Action,Sci-Fi"
"Saw IV","$31,756,764",3183,"tt0890870","movie","Saw IV",FALSE,2007,NA,93,"Horror,Mystery,Thriller"
"Saw II","$31,725,652",2949,"tt0432348","movie","Saw II",FALSE,2005,NA,93,"Horror,Mystery"
"G-Force","$31,706,934",3697,"tt0436339","movie","G-Force",FALSE,2009,NA,88,"Action,Adventure,Animation"
"Godzilla vs. Kong","$31,625,971",3064,"tt14091030","tvEpisode","Godzilla vs. Kong",FALSE,2021,NA,120,"Action,Sport"
"Bad Teacher","$31,603,106",3049,"tt11608178","video","Bad Teacher",FALSE,2018,NA,NA,"Comedy,Short"
"The Truman Show","$31,542,121",2315,"tt0120382","movie","The Truman Show",FALSE,1998,NA,103,"Comedy,Drama"
"The Purge: Election Year","$31,515,110",2796,"tt4094724","movie","The Purge: Election Year",FALSE,2016,NA,108,"Action,Horror,Sci-Fi"
"The Wolfman","$31,479,235",3222,"tt0395812","short","The Wolfman",FALSE,1966,NA,8,"Horror,Short"
"Ford v Ferrari","$31,474,958",3528,"tt11266472","tvEpisode","Ford v Ferrari",FALSE,2019,NA,NA,"Talk-Show"
"Liar Liar","$31,423,025",2845,"tt0119528","movie","Liar Liar",FALSE,1997,NA,86,"Comedy,Fantasy"
"Percy Jackson & the Olympians: The Lightning Thief","$31,236,067",3356,"tt0814255","movie","Percy Jackson & the Olympians: The Lightning Thief",FALSE,2010,NA,118,"Adventure,Family,Fantasy"
"Elvis","$31,211,579",3906,"tt0079103","tvMovie","Elvis",FALSE,1979,NA,168,"Biography,Drama,Music"
"Girls Trip","$31,201,920",2591,"tt11457528","tvEpisode","Girls Trip",TRUE,2018,NA,NA,"Adult"
"Evan Almighty","$31,192,615",3604,"tt0413099","movie","Evan Almighty",FALSE,2007,NA,96,"Comedy,Family,Fantasy"
"The Sum of All Fears","$31,178,526",3183,"tt0164184","movie","The Sum of All Fears",FALSE,2002,NA,124,"Action,Drama,Thriller"
"Home Alone 2: Lost in New York","$31,126,882",2222,"tt0104431","movie","Home Alone 2: Lost in New York",FALSE,1992,NA,120,"Adventure,Comedy,Crime"
"Hannah Montana and Miley Cyrus: Best of Both Worlds Concert","$31,117,834",683,"tt1127884","movie","Hannah Montana and Miley Cyrus: Best of Both Worlds Concert",FALSE,2008,NA,74,"Documentary,Music"
"Bringing Down the House","$31,101,026",2801,"tt0305669","movie","Bringing Down the House",FALSE,2003,NA,105,"Comedy"
"Four Christmases","$31,069,826",3310,"tt0369436","movie","Four Christmases",FALSE,2008,NA,88,"Comedy,Drama,Romance"
"Space Jam: A New Legacy","$31,053,362",3965,"tt15034870","tvEpisode","Space Jam: A New Legacy",FALSE,2021,NA,NA,"Talk-Show"
"Into the Woods","$31,051,923",2440,"tt0099851","tvEpisode","Into the Woods",FALSE,1991,NA,151,"Comedy,Drama,Romance"
"Pokémon: The First Movie - Mewtwo Strikes Back","$31,036,678",3043,NA,NA,NA,NA,NA,NA,NA,NA
"Downton Abbey","$31,033,665",3079,"tt1606375","tvSeries","Downton Abbey",FALSE,2010,2015,58,"Drama,Romance"
"Sex and the City 2","$31,001,870",3445,"tt1261945","movie","Sex and the City 2",FALSE,2010,NA,146,"Comedy,Drama,Romance"
"Step Brothers","$30,940,732",3094,"tt0838283","movie","Step Brothers",FALSE,2008,NA,98,"Comedy"
"Little Fockers","$30,833,665",3536,"tt0970866","movie","Little Fockers",FALSE,2010,NA,98,"Comedy,Romance"
"Star Trek: First Contact","$30,716,131",2812,"tt0117731","movie","Star Trek: First Contact",FALSE,1996,NA,111,"Action,Adventure,Drama"
"Knocked Up","$30,690,990",2871,"tt0290705","movie","Brownwood",FALSE,2004,NA,95,"Comedy,Drama"
"The Dukes of Hazzard","$30,675,314",3785,"tt0078607","tvSeries","The Dukes of Hazzard",FALSE,1979,1985,60,"Action,Comedy"
"Unbroken","$30,621,445",3131,"tt0384635","short","Unbroken",FALSE,2003,NA,6,"Drama,Short"
"Brüno","$30,619,130",2756,"tt0889583","movie","Brüno",FALSE,2009,NA,81,"Comedy"
"Saving Private Ryan","$30,576,104",2463,"tt0120815","movie","Saving Private Ryan",FALSE,1998,NA,169,"Drama,War"
"The Pacifier","$30,552,694",3131,"tt0395699","movie","The Pacifier",FALSE,2005,NA,95,"Action,Comedy,Drama"
"Bram Stoker's Dracula","$30,521,679",2491,"tt0103874","movie","Bram Stoker's Dracula",FALSE,1992,NA,128,"Drama,Fantasy,Horror"
"The Happening","$30,517,109",2986,"tt0061748","movie","The Happening",FALSE,1967,NA,101,"Comedy"
"Just Go with It","$30,514,732",3548,"tt1564367","movie","Just Go with It",FALSE,2011,NA,117,"Comedy,Romance"
"The Day the Earth Stood Still","$30,480,153",3560,"tt0043456","movie","The Day the Earth Stood Still",FALSE,1951,NA,92,"Drama,Sci-Fi"
"Dear John","$30,468,614",2969,"tt0092853","movie","Dear John",FALSE,1988,NA,108,"Horror,Thriller"
"The Lost City","$30,453,269",4253,"tt0011413","movie","The Lost City",FALSE,1920,NA,300,"Action,Adventure"
"John Wick: Chapter 2","$30,436,123",3113,"tt16366174","tvEpisode","John Wick: Chapter 2",FALSE,2021,NA,NA,"Comedy"
"Night at the Museum","$30,433,781",3685,"tt0477347","movie","Night at the Museum",FALSE,2006,NA,108,"Adventure,Comedy,Family"
"M3GAN","$30,429,860",3509,"tt23061132","tvEpisode","M3GAN",FALSE,2023,NA,NA,"Comedy"
"Olympus Has Fallen","$30,373,794",3098,"tt2302755","movie","Olympus Has Fallen",FALSE,2013,NA,119,"Action,Thriller"
"Unbreakable","$30,330,771",2708,"tt0217869","movie","Unbreakable",FALSE,2000,NA,106,"Drama,Mystery,Sci-Fi"
"Maze Runner: The Scorch Trials","$30,316,510",3791,"tt13477142","tvEpisode","Maze Runner: The Scorch Trials",FALSE,2018,NA,NA,"Talk-Show"
"Cloudy with a Chance of Meatballs","$30,304,648",3119,"tt0844471","movie","Cloudy with a Chance of Meatballs",FALSE,2009,NA,90,"Adventure,Animation,Comedy"
"The Addams Family","$30,300,007",4007,"tt0057729","tvSeries","The Addams Family",FALSE,1964,1966,30,"Comedy,Family,Horror"
"America's Sweethearts","$30,181,877",3011,"tt0265029","movie","America's Sweethearts",FALSE,2001,NA,102,"Comedy,Romance"
"John Carter","$30,180,188",3749,"tt0401729","movie","John Carter",FALSE,2012,NA,132,"Action,Adventure,Sci-Fi"
"The Lion King2011 3D Release","$30,151,614",2330,NA,NA,NA,NA,NA,NA,NA,NA
"The X Files","$30,138,758",2629,"tt0106179","tvSeries","The X-Files",FALSE,1993,2018,45,"Crime,Drama,Mystery"
"Django Unchained","$30,122,888",3010,"tt12008222","tvEpisode","Django Unchained",FALSE,2012,NA,NA,"Talk-Show"
"Shazam! Fury of the Gods","$30,111,158",4071,"tt10151854","movie","Shazam! Fury of the Gods",FALSE,2023,NA,130,"Action,Adventure,Comedy"
"The Best Man Holiday","$30,107,555",2024,"tt2083355","movie","The Best Man Holiday",FALSE,2013,NA,123,"Comedy,Drama"
"Trainwreck","$30,097,040",3158,"tt13247684","short","Trainwreck",FALSE,2020,NA,1,"Adventure,Short"
"Prince of Persia: The Sands of Time","$30,095,259",3646,"tt0384444","videoGame","Prince of Persia: The Sands of Time",FALSE,2003,NA,NA,"Action,Adventure,Fantasy"
"Dodgeball: A True Underdog Story","$30,070,196",2694,"tt0364725","movie","Dodgeball: A True Underdog Story",FALSE,2004,NA,92,"Comedy,Sport"
"A Series of Unfortunate Events","$30,061,756",3620,"tt0339291","movie","A Series of Unfortunate Events",FALSE,2004,NA,108,"Adventure,Comedy,Family"
"Sleepy Hollow","$30,060,467",3064,"tt0162661","movie","Sleepy Hollow",FALSE,1999,NA,105,"Fantasy,Horror,Mystery"
"Panic Room","$30,056,751",3053,"tt0258000","movie","Panic Room",FALSE,2002,NA,112,"Crime,Drama,Thriller"
"The Exorcism of Emily Rose","$30,054,300",2981,"tt0404032","movie","The Exorcism of Emily Rose",FALSE,2005,NA,119,"Drama,Horror,Thriller"
"Saw V","$30,053,954",3060,"tt1132626","movie","Saw V",FALSE,2008,NA,92,"Horror,Thriller"
"Catch Me If You Can","$30,053,627",3156,"tt0097029","movie","Catch Me If You Can",FALSE,1989,NA,106,"Action,Comedy,Drama"
"A Christmas Carol","$30,051,075",3683,"tt0001544","short","A Christmas Carol",FALSE,1910,NA,11,"Drama,Fantasy,Short"
"Men in Black: International","$30,035,838",4224,"tt10437244","tvEpisode","Men in Black: International",FALSE,2019,NA,NA,"Talk-Show"
